Accident_Index,Accident_Severity
201606A023906,3
201606A023940,3
201606A023955,3
201606A023967,3
201606A024028,3
201606A024029,3
201606A024032,3
201606A024047,1
201606A024053,3
201606A024109,3
201606A024151,3
201606A024190,3
201606A024240,3
201606A024248,3
201606A024313,3
201606A024373,3
201606A024392,3
201606A024398,2
201606A024422,3
201606A024428,2
201606A024442,3
201606A024454,3
201606A024465,2
201606A024548,2
201606A024593,3
201606A024604,2
201606A024618,3
201606A024622,3
201606A024712,3
201606A024726,3
201606A024785,3
201606A024809,3
201606A024811,3
201606A024910,3
201606A025022,3
201606A025061,3
201606A025066,3
201606A025086,2
201606A025116,3
201606A025277,3
201606A025300,3
201606A025351,3
201606A025385,3
201606A025468,3
201606A026158,3
201606A027907,3
201606AF17988,3
201606AQ13765,3
201606AQ24556,3
201606E009686,2
201606E010481,3
201606E010501,2
201606E010560,2
201606E010578,3
201606E010580,3
201606E010601,3
201606E010617,3
201606E010635,1
201606E010639,3
201606E010643,3
201606E010727,3
201606E010820,3
201606E010875,2
201606E011157,2
201606E011200,3
201606E011253,3
201606E011269,3
201606E011282,3
201606E011369,3
201606E011444,3
201606E011488,2
201606E011503,3
201606E011528,2
201606E011561,2
201606E011636,3
201606E011646,2
201606E011727,3
201606E011756,3
201606E011809,2
201606E011827,3
201606E011833,2
201606E011869,1
201606E012066,3
201606E012076,3
201606E012086,3
201606E012120,3
201606E012176,1
201606E012195,3
201606E012196,3
201606E012240,3
201606E012268,3
201606E012408,3
201606E012459,2
201606E012573,3
201606E012600,3
201606E012674,3
201606E012697,2
201606E012751,3
201606E012798,3
201606E012806,2
201606E012889,3
201606E013067,3
201606E013074,3
201606E013158,3
201606E013159,3
201606E013369,2
201606E013448,2
201606E013480,3
201606E013548,2
201606E013586,3
201606E013603,3
201606E013667,3
201606E013740,3
201606E013749,3
201606E013840,3
201606E013909,3
201606E014085,3
201606E014161,3
201606E014191,2
201606E014193,2
201606E014223,2
201606E014331,3
201606E014411,3
201606E014414,3
201606E014547,2
201606E014561,3
201606E014594,2
201606E014625,1
201606E014636,3
201606E014677,2
201606E014683,2
201606E014688,3
201606E014728,3
201606E014729,2
201606E014824,3
201606E014902,3
201606E014951,2
201606E014967,3
201606E015067,3
201606E015117,3
201606E015128,3
201606E015132,2
201606E015153,3
201606E015246,3
201606E015265,3
201606E015270,3
201606E015411,3
201606E015423,3
201606E015635,2
201606E015637,3
201606E015644,3
201606E015753,3
201606E015888,3
201606E016039,3
201606E016290,3
201606E016477,3
201606E016485,3
201606E016525,3
201606E016545,3
201606E016553,3
201606E016556,2
201606E016600,3
201606E016742,3
201606E016886,3
201606E016902,3
201606E016960,3
201606E017069,3
201606E017176,3
201606E017225,3
201606E017350,3
201606E017477,3
201606E017518,3
201606E017521,3
201606E017522,2
201606E017538,2
201606E017583,3
201606E017587,3
201606E017598,2
201606E017664,3
201606E017677,3
201606E017718,2
201606E017754,3
201606E017855,3
201606E017867,2
201606E017927,3
201606E018006,3
201606E018052,2
201606E018105,3
201606E018113,2
201606E018127,3
201606E018254,3
201606E018276,3
201606E018294,3
201606E018329,3
201606E018348,3
201606E018361,3
201606E018405,3
201606E018414,3
201606E018497,3
201606E018632,3
201606E018682,3
201606E018783,2
201606E018859,3
201606E018881,3
201606E018887,2
201606E018935,3
201606E019000,3
201606E019047,2
201606E019077,3
201606E019091,2
201606E019227,3
201606E019234,3
201606E019389,3
201606E019406,3
201606E019434,2
201606E019439,3
201606E019455,2
201606E019478,3
201606E019621,3
201606E019633,3
201606E019708,3
201606E019717,2
201606E019720,3
201606E019738,3
201606E019818,3
201606E019825,3
201606E019927,3
201606E019972,3
201606E020143,3
201606E020154,2
201606E020157,3
201606E020217,2
201606E020229,3
201606E020371,3
201606E020372,2
201606E020448,2
201606E020499,3
201606E020503,3
201606E020507,1
201606E020512,3
201606E020603,3
201606E020625,3
201606E020663,3
201606E020675,3
201606E020708,3
201606E020832,3
201606E020937,2
201606E020956,2
201606E020964,3
201606E020966,3
201606E020967,3
201606E020973,3
201606E021092,3
201606E021152,2
201606E021196,3
201606E021310,2
201606E021417,3
201606E021425,3
201606E021485,3
201606E021512,3
201606E021557,3
201606E021630,2
201606E021642,3
201606E021796,2
201606E021805,3
201606E021818,3
201606E022063,2
201606E022191,3
201606E022229,2
201606E022405,3
201606E022455,3
201606E022549,2
201606E022551,2
201606E022552,3
201606E022557,3
201606E022560,3
201606E022566,3
201606E022618,3
201606E022632,3
201606E022747,2
201606E022984,3
201606E022985,3
201606E023040,3
201606E023083,3
201606E023199,3
201606E023200,3
201606E023202,3
201606E023220,3
201606E023264,2
201606E023272,2
201606E023278,3
201606E023284,3
201606E023298,3
201606E023299,3
201606E023329,2
201606E023358,3
201606E023369,3
201606E023435,3
201606E023449,3
201606E023454,3
201606E023490,3
201606E023500,3
201606E023515,3
201606E023604,3
201606E023644,3
201606E023669,3
201606E023677,2
201606E023681,3
201606E023722,3
201606E023779,3
201606E023788,3
201606E023816,3
201606E023857,3
201606E023865,3
201606E023868,3
201606E023905,3
201606E023911,3
201606E023924,3
201606E023958,3
201606E023978,3
201606E023982,3
201606E024021,3
201606E024043,3
201606E024055,3
201606E024117,1
201606E024160,3
201606E024193,3
201606E024272,3
201606E024273,3
201606E024307,2
201606E024326,3
201606E024332,3
201606E024368,3
201606E024394,3
201606E024436,3
201606E024446,3
201606E024450,3
201606E024455,3
201606E024513,3
201606E024572,3
201606E024628,3
201606E024704,3
201606E024747,3
201606E024792,1
201606E024841,3
201606E024843,2
201606E024872,3
201606E024880,3
201606E024894,2
201606E024906,3
201606E024911,3
201606E025020,3
201606E025055,3
201606E025064,3
201606E025151,3
201606E025216,3
201606E025296,3
201606E025317,3
201606E025491,3
201606E025799,3
201606E026459,3
201606E026676,3
201606E151471,3
201606EC22950,3
201606EF11409,3
201606EJ24447,3
201606EM18580,3
201606EM20156,3
201606EM21502,3
201606F010546,3
201606F010563,3
201606F010585,3
201606F010715,3
201606F010777,3
201606F011053,3
201606F011064,3
201606F011071,3
201606F011083,2
201606F011146,3
201606F011302,3
201606F011361,3
201606F011364,3
201606F011378,3
201606F011404,3
201606F011419,3
201606F011438,3
201606F011451,3
201606F011494,3
201606F011533,3
201606F011573,3
201606F011594,3
201606F011723,3
201606F011731,3
201606F011776,3
201606F011860,3
201606F011887,3
201606F011974,3
201606F012078,3
201606F012117,3
201606F012241,3
201606F012262,3
201606F012270,2
201606F012494,3
201606F012499,3
201606F012533,3
201606F012538,3
201606F012648,3
201606F012703,3
201606F012728,3
201606F012744,3
201606F012793,3
201606F012970,3
201606F013182,2
201606F013206,3
201606F013272,3
201606F013396,3
201606F013422,3
201606F013493,3
201606F013637,3
201606F013669,3
201606F013706,3
201606F013723,3
201606F013843,3
201606F013906,3
201606F013957,3
201606F014014,2
201606F014121,3
201606F014203,2
201606F014213,3
201606F014329,3
201606F014351,3
201606F014393,3
201606F014587,3
201606F014597,2
201606F014638,3
201606F014646,3
201606F014658,3
201606F014675,3
201606F014821,1
201606F014823,3
201606F014847,3
201606F014866,3
201606F014911,2
201606F014969,3
201606F015048,2
201606F015107,3
201606F015108,3
201606F015190,3
201606F015252,3
201606F015318,3
201606F015430,2
201606F015438,3
201606F015478,3
201606F015492,2
201606F015537,2
201606F015539,3
201606F015550,3
201606F015950,3
201606F015984,3
201606F015987,3
201606F016055,2
201606F016135,3
201606F016201,3
201606F016216,3
201606F016302,3
201606F016472,3
201606F016558,3
201606F016607,2
201606F016689,2
201606F016709,3
201606F016746,3
201606F016843,3
201606F016856,3
201606F016934,3
201606F016955,3
201606F017061,3
201606F017099,2
201606F017120,3
201606F017139,3
201606F017220,3
201606F017263,3
201606F017298,2
201606F017554,3
201606F017594,3
201606F017599,3
201606F017627,3
201606F017870,3
201606F017923,2
201606F017963,3
201606F018046,2
201606F018055,3
201606F018104,3
201606F018137,2
201606F018174,3
201606F018177,3
201606F018241,3
201606F018278,3
201606F018375,3
201606F018400,3
201606F018462,3
201606F018690,3
201606F018873,1
201606F019062,3
201606F019065,2
201606F019212,3
201606F019270,3
201606F019342,3
201606F019353,3
201606F019379,2
201606F019437,3
201606F019446,3
201606F019476,3
201606F019477,3
201606F019530,3
201606F019646,3
201606F019664,2
201606F019757,3
201606F019872,2
201606F019905,3
201606F020077,3
201606F020145,3
201606F020188,2
201606F020359,3
201606F020368,2
201606F020400,2
201606F020439,3
201606F020493,2
201606F020585,3
201606F020705,2
201606F021180,3
201606F021187,2
201606F021278,3
201606F021392,3
201606F021424,3
201606F021465,3
201606F021498,3
201606F021530,3
201606F021624,3
201606F021626,1
201606F021735,3
201606F021793,3
201606F021801,3
201606F021823,3
201606F021941,3
201606F022068,2
201606F022170,2
201606F022188,3
201606F022336,2
201606F022430,2
201606F022507,2
201606F022542,3
201606F022731,3
201606F022736,2
201606F022760,2
201606F022963,3
201606F022997,3
201606F023072,2
201606F023138,3
201606F023154,2
201606F023195,2
201606F023257,3
201606F023357,3
201606F023361,3
201606F023474,3
201606F023488,2
201606F023521,3
201606F023607,3
201606F023665,3
201606F023845,3
201606F023864,3
201606F023949,3
201606F023961,3
201606F024046,3
201606F024059,3
201606F024071,3
201606F024095,3
201606F024119,2
201606F024138,3
201606F024271,3
201606F024293,3
201606F024296,3
201606F024309,3
201606F024311,2
201606F024385,2
201606F024397,2
201606F024448,3
201606F024505,3
201606F024508,3
201606F024516,3
201606F024541,2
201606F024557,3
201606F024574,2
201606F024590,3
201606F024606,3
201606F024616,3
201606F024665,2
201606F024694,3
201606F024780,3
201606F024842,1
201606F024864,3
201606F024913,3
201606F024953,3
201606F025062,3
201606F025069,3
201606F025088,3
201606F025392,3
201606F025550,2
201606F026013,3
201606FA16920,3
201606FA17950,3
201606FA24698,3
201606FE14246,3
201606G010511,2
201606G010534,2
201606G010555,3
201606G010641,3
201606G010665,3
201606G010719,3
201606G010985,3
201606G011031,3
201606G011101,3
201606G011138,3
201606G011250,3
201606G011403,2
201606G011457,3
201606G011469,3
201606G011496,3
201606G011522,2
201606G011624,3
201606G011632,3
201606G011729,3
201606G011733,3
201606G011820,3
201606G011844,3
201606G011877,3
201606G011941,3
201606G012157,3
201606G012359,2
201606G012465,3
201606G012488,3
201606G012540,1
201606G012542,3
201606G012557,3
201606G012613,2
201606G012710,3
201606G012714,3
201606G012741,2
201606G012874,3
201606G012938,3
201606G013055,3
201606G013175,3
201606G013275,3
201606G013352,3
201606G013358,3
201606G013461,3
201606G013601,3
201606G013729,2
201606G013782,3
201606G013805,3
201606G013841,3
201606G013946,2
201606G013961,3
201606G013981,3
201606G014046,3
201606G014081,3
201606G014092,3
201606G014166,3
201606G014189,3
201606G014259,3
201606G014421,3
201606G014503,3
201606G014524,3
201606G014707,3
201606G014708,3
201606G014740,3
201606G014747,3
201606G014814,3
201606G015101,3
201606G015228,3
201606G015266,3
201606G015439,3
201606G015451,3
201606G015773,2
201606G015778,2
201606G015911,3
201606G015923,3
201606G015927,3
201606G016014,3
201606G016054,3
201606G016098,3
201606G016121,3
201606G016210,3
201606G016311,2
201606G016450,2
201606G016690,3
201606G016717,3
201606G016804,3
201606G017122,3
201606G017341,3
201606G017523,3
201606G017533,2
201606G017567,3
201606G017603,3
201606G017634,2
201606G017713,3
201606G017758,3
201606G017790,2
201606G018053,2
201606G018080,3
201606G018223,2
201606G018470,3
201606G018646,2
201606G018814,3
201606G018850,3
201606G018878,2
201606G019064,2
201606G019210,3
201606G019249,3
201606G019451,2
201606G019494,3
201606G019595,3
201606G019609,3
201606G019660,3
201606G019662,3
201606G019755,3
201606G019830,3
201606G019917,3
201606G020046,3
201606G020142,3
201606G020435,3
201606G020470,3
201606G020508,3
201606G020666,3
201606G020696,3
201606G020844,2
201606G020932,3
201606G020965,3
201606G021045,3
201606G021047,2
201606G021061,3
201606G021357,3
201606G021413,3
201606G021480,3
201606G021533,3
201606G021535,3
201606G021601,2
201606G021956,2
201606G021965,2
201606G021993,3
201606G022066,3
201606G022088,3
201606G022101,2
201606G022262,2
201606G022389,3
201606G022456,3
201606G022584,3
201606G022652,3
201606G022787,2
201606G023008,3
201606G023056,3
201606G023074,3
201606G023147,2
201606G023239,2
201606G023268,3
201606G023343,3
201606G023433,3
201606G023489,3
201606G023494,3
201606G023533,3
201606G023769,3
201606G023783,3
201606G023913,2
201606G023996,3
201606G024008,3
201606G024069,3
201606G024132,2
201606G024157,3
201606G024192,3
201606G024225,3
201606G024319,3
201606G024338,2
201606G024383,3
201606G024400,2
201606G024402,3
201606G024493,3
201606G024512,3
201606G024520,3
201606G024536,3
201606G024594,3
201606G024641,3
201606G024699,3
201606G024787,2
201606G024800,3
201606G024838,3
201606G024861,3
201606G024867,3
201606G024868,3
201606G024875,3
201606G024908,3
201606G024933,2
201606G024936,3
201606G024980,3
201606G025013,3
201606G025033,2
201606G025135,3
201606G025224,3
201606G025291,3
201606G025431,3
201606G025471,3
201606G025497,3
201606G025640,3
201606G025807,3
201606G193607,3
201606GA17846,3
201606GA18395,3
201606GA25110,2
201606J010379,3
201606J010527,2
201606J010699,3
201606J010721,2
201606J010862,3
201606J010950,3
201606J010956,2
201606J011105,3
201606J011315,3
201606J011407,3
201606J011483,3
201606J011495,3
201606J011526,3
201606J011529,2
201606J011597,2
201606J011638,3
201606J011943,3
201606J011957,3
201606J011959,3
201606J011964,2
201606J012055,3
201606J012099,3
201606J012165,3
201606J012223,2
201606J012285,3
201606J012305,3
201606J012470,3
201606J012486,3
201606J012587,3
201606J012876,3
201606J012902,3
201606J012912,2
201606J013016,3
201606J013060,3
201606J013066,3
201606J013205,2
201606J013414,2
201606J013549,3
201606J013718,3
201606J013746,3
201606J013792,2
201606J013793,3
201606J014093,3
201606J014118,3
201606J014126,3
201606J014385,3
201606J014459,2
201606J014647,1
201606J014650,3
201606J014759,2
201606J014895,3
201606J014917,3
201606J014950,2
201606J014991,2
201606J015313,2
201606J015386,3
201606J015549,2
201606J015551,3
201606J015554,3
201606J015630,3
201606J015640,3
201606J015641,3
201606J015649,3
201606J015759,3
201606J015814,3
201606J015817,3
201606J016220,3
201606J016254,2
201606J016292,3
201606J016319,3
201606J016368,3
201606J016440,1
201606J016452,2
201606J016634,3
201606J016636,3
201606J016673,3
201606J016701,3
201606J016722,3
201606J016775,3
201606J016974,3
201606J016982,3
201606J016994,3
201606J017111,3
201606J017203,2
201606J017231,3
201606J017283,3
201606J017668,2
201606J017685,3
201606J017783,3
201606J017860,2
201606J017918,2
201606J017928,2
201606J018041,3
201606J018071,3
201606J018075,3
201606J018185,2
201606J018220,3
201606J018285,3
201606J018664,3
201606J018764,3
201606J018771,2
201606J018860,2
201606J018979,3
201606J018991,3
201606J019139,3
201606J019205,3
201606J019452,3
201606J019517,2
201606J019626,3
201606J019628,3
201606J019713,3
201606J019840,3
201606J019881,2
201606J019940,2
201606J020004,3
201606J020036,3
201606J020108,3
201606J020326,3
201606J020442,3
201606J020464,3
201606J020467,3
201606J020498,2
201606J020538,3
201606J020570,3
201606J020591,3
201606J020670,3
201606J020877,2
201606J020905,2
201606J020922,3
201606J020933,3
201606J020975,2
201606J020989,2
201606J020999,2
201606J021046,2
201606J021147,3
201606J021294,2
201606J021369,2
201606J021427,3
201606J021569,3
201606J021581,3
201606J021639,2
201606J021675,3
201606J021950,3
201606J021967,3
201606J022029,3
201606J022138,3
201606J022236,3
201606J022248,3
201606J022407,3
201606J022528,2
201606J022536,3
201606J022648,3
201606J022658,3
201606J022716,2
201606J022749,2
201606J022829,3
201606J023019,3
201606J023032,3
201606J023097,3
201606J023134,3
201606J023172,3
201606J023179,3
201606J023226,3
201606J023260,1
201606J023280,3
201606J023286,2
201606J023289,3
201606J023302,2
201606J023320,2
201606J023407,3
201606J023412,2
201606J023477,3
201606J023524,3
201606J023645,3
201606J023664,3
201606J023668,3
201606J023746,3
201606J023748,3
201606J023763,3
201606J023859,2
201606J023870,3
201606J023966,3
201606J024052,2
201606J024054,3
201606J024103,3
201606J024150,3
201606J024241,3
201606J024361,3
201606J024380,3
201606J024395,3
201606J024461,2
201606J024483,2
201606J024510,2
201606J024549,3
201606J024563,3
201606J024659,3
201606J024700,2
201606J024725,2
201606J024750,3
201606J024756,3
201606J024759,3
201606J024807,3
201606J024935,2
201606J025032,2
201606J025070,2
201606J025207,3
201606J025231,2
201606J025294,3
201606J025348,2
201606J025427,3
201606J025447,3
201606J025466,3
201606J026512,3
201606J026523,2
201606K010436,3
201606K010467,3
201606K010486,3
201606K010505,3
201606K010510,3
201606K010574,3
201606K010588,3
201606K010613,3
201606K010776,3
201606K010779,3
201606K010845,3
201606K010904,3
201606K011044,3
201606K011073,2
201606K011089,2
201606K011135,3
201606K011161,3
201606K011270,1
201606K011275,2
201606K011288,3
201606K011310,3
201606K011375,3
201606K011393,3
201606K011400,3
201606K011406,3
201606K011466,3
201606K011498,3
201606K011524,1
201606K011571,3
201606K011650,2
201606K011667,3
201606K011679,2
201606K011710,2
201606K011711,3
201606K011738,3
201606K011804,1
201606K011806,3
201606K011836,3
201606K011935,3
201606K011960,3
201606K012139,3
201606K012146,3
201606K012198,3
201606K012200,3
201606K012254,3
201606K012258,3
201606K012312,2
201606K012387,3
201606K012507,2
201606K012595,3
201606K012607,3
201606K012623,3
201606K012723,2
201606K012735,3
201606K012737,2
201606K012739,3
201606K012791,3
201606K012794,1
201606K012863,3
201606K012867,3
201606K012870,3
201606K012872,3
201606K012892,3
201606K012903,3
201606K012968,3
201606K013017,3
201606K013019,2
201606K013020,2
201606K013071,3
201606K013139,3
201606K013181,3
201606K013231,2
201606K013250,3
201606K013290,3
201606K013368,3
201606K013421,3
201606K013439,3
201606K013649,3
201606K013711,3
201606K013861,3
201606K013905,3
201606K013955,3
201606K013974,3
201606K013975,3
201606K013976,3
201606K014016,3
201606K014019,3
201606K014023,2
201606K014119,3
201606K014209,3
201606K014224,3
201606K014241,2
201606K014292,3
201606K014318,3
201606K014378,3
201606K014445,3
201606K014458,2
201606K014505,3
201606K014510,3
201606K014607,2
201606K014623,3
201606K014642,3
201606K014667,3
201606K014706,3
201606K014724,3
201606K014936,3
201606K014966,2
201606K014974,2
201606K015034,3
201606K015035,3
201606K015055,3
201606K015104,3
201606K015144,3
201606K015224,3
201606K015258,3
201606K015348,3
201606K015440,2
201606K015460,2
201606K015472,3
201606K015545,3
201606K015651,2
201606K015670,2
201606K015798,2
201606K015889,3
201606K015925,3
201606K015933,2
201606K015967,3
201606K016015,3
201606K016085,1
201606K016122,2
201606K016159,3
201606K016161,3
201606K016177,3
201606K016222,3
201606K016224,3
201606K016256,2
201606K016260,3
201606K016296,3
201606K016303,3
201606K016315,3
201606K016376,3
201606K016457,3
201606K016551,3
201606K016598,3
201606K016658,2
201606K016700,2
201606K016757,3
201606K016826,3
201606K016858,2
201606K016952,2
201606K017022,2
201606K017063,3
201606K017074,3
201606K017105,3
201606K017118,3
201606K017177,3
201606K017187,2
201606K017222,3
201606K017226,2
201606K017230,2
201606K017245,2
201606K017308,3
201606K017314,3
201606K017328,3
201606K017469,3
201606K017529,3
201606K017548,2
201606K017563,3
201606K017571,3
201606K017592,3
201606K017651,3
201606K017740,3
201606K017741,3
201606K017990,3
201606K018038,2
201606K018039,2
201606K018132,3
201606K018179,3
201606K018268,3
201606K018275,2
201606K018342,3
201606K018413,3
201606K018514,2
201606K018554,3
201606K018576,3
201606K018693,2
201606K018712,3
201606K018819,3
201606K018846,2
201606K019067,3
201606K019069,3
201606K019089,3
201606K019132,3
201606K019218,3
201606K019350,3
201606K019414,3
201606K019448,3
201606K019521,3
201606K019523,3
201606K019576,3
201606K019618,2
201606K019666,2
201606K019714,3
201606K019797,3
201606K019974,3
201606K020043,3
201606K020056,3
201606K020186,3
201606K020302,2
201606K020390,2
201606K020427,3
201606K020443,3
201606K020451,3
201606K020514,3
201606K020515,3
201606K020567,3
201606K020599,2
201606K020619,1
201606K020632,2
201606K020637,2
201606K020686,2
201606K020689,3
201606K020703,2
201606K020746,2
201606K020835,2
201606K020839,3
201606K020924,3
201606K021035,3
201606K021101,3
201606K021159,2
201606K021179,3
201606K021258,1
201606K021264,3
201606K021361,3
201606K021387,3
201606K021452,3
201606K021527,3
201606K021536,3
201606K021541,3
201606K021591,2
201606K021740,3
201606K021744,3
201606K021766,3
201606K021829,3
201606K021904,3
201606K021953,3
201606K022065,2
201606K022089,2
201606K022092,3
201606K022238,3
201606K022245,3
201606K022265,3
201606K022273,3
201606K022491,3
201606K022493,3
201606K022498,3
201606K022590,3
201606K022602,3
201606K022614,3
201606K022636,3
201606K022709,3
201606K022723,3
201606K022725,3
201606K022729,3
201606K022732,3
201606K022734,2
201606K022796,3
201606K022865,2
201606K022930,3
201606K022964,3
201606K022970,3
201606K022988,3
201606K022991,3
201606K022998,2
201606K023053,3
201606K023062,3
201606K023071,3
201606K023078,3
201606K023230,2
201606K023241,2
201606K023322,3
201606K023492,2
201606K023624,3
201606K023666,3
201606K023734,3
201606K023803,3
201606K023811,3
201606K023873,3
201606K023941,3
201606K024011,1
201606K024013,3
201606K024040,3
201606K024049,3
201606K024063,2
201606K024092,3
201606K024096,3
201606K024143,3
201606K024194,3
201606K024252,3
201606K024285,3
201606K024291,3
201606K024367,3
201606K024376,3
201606K024381,3
201606K024382,3
201606K024386,3
201606K024396,3
201606K024407,3
201606K024421,3
201606K024466,3
201606K024467,3
201606K024482,3
201606K024500,3
201606K024514,3
201606K024519,3
201606K024553,3
201606K024554,3
201606K024581,3
201606K024591,3
201606K024617,3
201606K024621,3
201606K024695,3
201606K024702,2
201606K024709,3
201606K024710,3
201606K024718,3
201606K024719,3
201606K024721,3
201606K024751,2
201606K024786,3
201606K024796,3
201606K024837,3
201606K024853,2
201606K024860,3
201606K024873,3
201606K024882,2
201606K025056,2
201606K025068,3
201606K025080,2
201606K025091,3
201606K025142,3
201606K025159,3
201606K025198,3
201606K025276,3
201606K025281,3
201606K025383,3
201606K026150,3
201606L001757,2
201606L010447,3
201606L010558,3
201606L010602,2
201606L010610,3
201606L010644,3
201606L010676,3
201606L010710,3
201606L010856,3
201606L010959,3
201606L011154,2
201606L011220,3
201606L011256,3
201606L011287,3
201606L011365,3
201606L011370,2
201606L011405,3
201606L011586,3
201606L011797,2
201606L011879,3
201606L011961,3
201606L012063,3
201606L012082,3
201606L012100,2
201606L012248,3
201606L012259,3
201606L012317,3
201606L012330,3
201606L012445,3
201606L012451,3
201606L012478,3
201606L012560,3
201606L012676,3
201606L012729,3
201606L012777,3
201606L012866,3
201606L012873,3
201606L012967,3
201606L013000,3
201606L013014,3
201606L013018,2
201606L013134,2
201606L013170,2
201606L013233,3
201606L013237,3
201606L013344,3
201606L013376,3
201606L013392,3
201606L013398,3
201606L013442,2
201606L013614,3
201606L013716,3
201606L013759,3
201606L013842,3
201606L013880,2
201606L013900,3
201606L013932,3
201606L013980,2
201606L014244,3
201606L014245,3
201606L014321,3
201606L014362,3
201606L014394,3
201606L014448,3
201606L014533,3
201606L014548,2
201606L014563,3
201606L014651,3
201606L014682,3
201606L014756,3
201606L014787,2
201606L014789,3
201606L014892,3
201606L014900,3
201606L014937,3
201606L014978,3
201606L014990,3
201606L015069,3
201606L015109,2
201606L015259,2
201606L015431,3
201606L015436,3
201606L015480,3
201606L015483,3
201606L015486,3
201606L015546,2
201606L015548,3
201606L015728,3
201606L015734,3
201606L015837,3
201606L015938,3
201606L016108,3
201606L016130,3
201606L016144,3
201606L016313,2
201606L016630,3
201606L016699,3
201606L016703,3
201606L016788,3
201606L016824,3
201606L016861,3
201606L016888,3
201606L016930,3
201606L016939,3
201606L017101,2
201606L017144,2
201606L017170,2
201606L017186,3
201606L017214,3
201606L017291,3
201606L017294,2
201606L017296,3
201606L017301,3
201606L017316,3
201606L017432,3
201606L017436,3
201606L017442,3
201606L017497,3
201606L017550,3
201606L017555,3
201606L017811,2
201606L017925,3
201606L017967,3
201606L018101,3
201606L018114,3
201606L018152,3
201606L018283,3
201606L018351,3
201606L018401,3
201606L018492,3
201606L018504,3
201606L018562,3
201606L018604,3
201606L018681,3
201606L018691,1
201606L018708,2
201606L018751,2
201606L018753,3
201606L018769,2
201606L018776,3
201606L019041,3
201606L019081,2
201606L019216,3
201606L019237,3
201606L019329,2
201606L019332,3
201606L019335,3
201606L019345,3
201606L019347,3
201606L019424,3
201606L019473,2
201606L019537,3
201606L019570,3
201606L019639,3
201606L019645,3
201606L019650,2
201606L019837,3
201606L019867,3
201606L019936,3
201606L020033,3
201606L020052,3
201606L020109,2
201606L020135,3
201606L020303,3
201606L020572,3
201606L020609,2
201606L020614,2
201606L020615,3
201606L020743,2
201606L020825,2
201606L020909,2
201606L020926,3
201606L020983,3
201606L021216,3
201606L021362,2
201606L021529,2
201606L021594,3
201606L021660,3
201606L021677,2
201606L021734,2
201606L021785,3
201606L021836,3
201606L022094,3
201606L022126,3
201606L022129,3
201606L022276,2
201606L022281,2
201606L022288,2
201606L022519,2
201606L022569,3
201606L022639,3
201606L022664,3
201606L022798,1
201606L022866,2
201606L022922,2
201606L022926,3
201606L022929,3
201606L022941,3
201606L023042,3
201606L023050,1
201606L023128,3
201606L023333,2
201606L023441,3
201606L023527,3
201606L023563,1
201606L023737,2
201606L023818,3
201606L024056,3
201606L024113,2
201606L024168,3
201606L024198,3
201606L024199,3
201606L024244,3
201606L024280,3
201606L024302,3
201606L024328,3
201606L024337,3
201606L024384,2
201606L024434,3
201606L024471,1
201606L024477,3
201606L024498,2
201606L024528,2
201606L024540,3
201606L024636,3
201606L024724,2
201606L024733,2
201606L024829,3
201606L024839,3
201606L024846,3
201606L024865,3
201606L024905,3
201606L025147,3
201606LF11099,3
201606M009706,3
201606M010604,3
201606M010609,3
201606M010738,2
201606M010915,3
201606M010953,3
201606M010964,2
201606M011025,3
201606M011048,3
201606M011107,2
201606M011112,3
201606M011119,2
201606M011194,3
201606M011336,3
201606M011423,3
201606M011426,3
201606M011508,3
201606M011629,3
201606M011720,3
201606M011810,2
201606M012016,1
201606M012050,3
201606M012143,3
201606M012206,3
201606M012369,3
201606M012496,3
201606M012625,3
201606M012717,2
201606M012770,3
201606M012779,3
201606M012886,3
201606M013031,3
201606M013059,2
201606M013115,3
201606M013131,3
201606M013176,2
201606M013475,3
201606M013484,3
201606M013531,3
201606M013589,3
201606M013721,3
201606M013751,3
201606M013822,3
201606M013844,3
201606M013859,3
201606M013884,3
201606M014031,3
201606M014043,2
201606M014220,3
201606M014236,3
201606M014262,3
201606M014317,3
201606M014380,3
201606M014490,3
201606M014627,3
201606M014632,2
201606M014669,3
201606M014778,3
201606M014850,3
201606M015039,1
201606M015121,3
201606M015126,3
201606M015172,3
201606M015804,3
201606M015965,3
201606M016071,3
201606M016117,3
201606M016207,3
201606M016217,3
201606M016252,3
201606M016305,3
201606M016372,3
201606M016374,3
201606M016537,3
201606M016563,3
201606M016719,2
201606M016736,3
201606M016744,2
201606M016749,2
201606M016859,3
201606M016891,2
201606M016899,3
201606M016909,3
201606M016910,3
201606M017024,1
201606M017149,3
201606M017156,3
201606M017178,3
201606M017198,3
201606M017252,3
201606M017310,3
201606M017320,3
201606M017382,3
201606M017434,3
201606M017762,3
201606M017911,3
201606M017921,3
201606M017949,3
201606M018022,3
201606M018023,3
201606M018106,3
201606M018150,3
201606M018215,3
201606M018337,3
201606M018371,3
201606M018705,3
201606M018878,2
201606M019073,3
201606M019083,3
201606M019338,3
201606M019383,3
201606M019399,3
201606M019459,3
201606M019622,3
201606M019691,3
201606M019696,2
201606M019775,3
201606M020051,3
201606M020158,2
201606M020225,3
201606M020298,1
201606M020462,3
201606M020466,3
201606M020511,3
201606M020566,3
201606M020643,3
201606M020812,3
201606M020903,3
201606M021221,2
201606M021494,2
201606M021564,3
201606M021593,2
201606M021632,3
201606M021914,3
