Accident_Index,Accident_Severity
2016133AS1139,2
2016133AS1158,3
2016133AS1370,3
2016133AT0190,2
2016133AT0428,3
2016133AT0549,3
2016133AT0612,1
2016133AT0735,3
2016133AT0784,3
2016133AT0857,3
2016133AT0945,3
2016133AT1230,2
2016133AT1477,3
2016133AT1607,3
2016133AT1878,3
2016133AU0297,3
2016133AU0575,3
2016133AU0624,3
2016133AU0629,3
2016133AU1390,3
2016133AU1525,2
2016133AU1758,3
2016133AU1851,3
2016133AU1928,3
2016133AV0192,3
2016133AV0355,3
2016133AV0382,3
2016133AV0391,3
2016133AV0413,3
2016133AV0551,3
2016133AV0697,3
2016133AV0732,3
2016133AV1325,3
2016133AV1395,3
2016133AV1403,2
2016133AV1506,3
2016133AV1602,3
2016133AV2152,3
2016133B10331,3
2016133B10350,3
2016133B10352,3
2016133B10454,3
2016133B10945,2
2016133B11068,3
2016133B11347,3
2016133B11358,3
2016133B20189,3
2016133B20275,3
2016133B20286,2
2016133B20487,3
2016133B20858,3
2016133B21094,3
2016133B21115,3
2016133B21169,2
2016133B21254,2
2016133B21483,3
2016133B21866,3
2016133B21902,3
2016133B30173,3
2016133B30197,2
2016133B30341,3
2016133B30346,3
2016133B30352,3
2016133B30392,2
2016133B30451,3
2016133B30883,3
2016133B30992,3
2016133B31024,3
2016133B31108,3
2016133B31234,3
2016133B31258,3
2016133B31302,3
2016133B31371,3
2016133B31727,3
2016133B31788,3
2016133B40406,3
2016133B40563,3
2016133B40570,3
2016133B40796,3
2016133B41016,3
2016133B41069,3
2016133B41240,3
2016133B41326,3
2016133B41653,3
2016133B41784,3
2016133B41788,3
2016133B42162,3
2016133B42296,3
2016133B50077,3
2016133B50364,3
2016133B50485,3
2016133B50526,2
2016133B50731,3
2016133B50951,2
2016133B51014,3
2016133B51148,3
2016133B51225,3
2016133B51263,2
2016133B51456,3
2016133B51465,2
2016133B60634,3
2016133B60653,3
2016133B60786,3
2016133B60852,3
2016133B60860,3
2016133B60925,3
2016133B60952,2
2016133B61293,2
2016133B61565,3
2016133B61607,3
2016133B70167,3
2016133B70220,3
2016133B70376,3
2016133B70768,3
2016133B70794,3
2016133B71201,3
2016133B71247,3
2016133B71304,3
2016133B71540,3
2016133B71577,3
2016133B71650,2
2016133B80261,3
2016133B80300,3
2016133B80400,2
2016133B80793,3
2016133B80908,3
2016133B81121,2
2016133B81168,3
2016133B81331,2
2016133B81408,3
2016133B81471,3
2016133B81553,3
2016133B81694,3
2016133B90127,3
2016133B90137,3
2016133B90195,3
2016133B90197,3
2016133B90343,3
2016133B90420,3
2016133B90648,3
2016133B90682,3
2016133B90735,3
2016133B90760,3
2016133B90887,3
2016133B90994,3
2016133B91785,3
2016133BA0125,3
2016133BA0141,3
2016133BA0302,3
2016133BA0631,3
2016133BA0731,3
2016133BA0890,3
2016133BA1001,3
2016133BA1031,3
2016133BA1221,3
2016133BA1417,2
2016133BA1511,3
2016133BB0181,3
2016133BB0187,3
2016133BB0438,2
2016133BB0447,3
2016133BB0613,3
2016133BB0675,3
2016133BB0789,3
2016133BB0901,2
2016133BB1024,3
2016133BB1171,3
2016133BB1224,3
2016133BB1280,3
2016133BB1305,3
2016133BB1354,3
2016133BB1460,3
2016133BB1532,3
2016133BB1648,3
2016133BB1783,3
2016133BC0124,3
2016133BC0373,3
2016133BC0497,3
2016133BC0727,3
2016133BC0794,2
2016133BC0971,2
2016133BC1317,3
2016133BC1523,2
2016133BC1844,3
2016133BD0024,3
2016133BD0722,3
2016133BD0726,3
2016133BD0892,3
2016133BD1198,3
2016133BD1355,3
2016133BD1411,3
2016133BD1436,3
2016133BE0122,2
2016133BE0269,3
2016133BE0290,3
2016133BE0874,3
2016133BE0900,3
2016133BE1098,3
2016133BE1121,3
2016133BE1188,3
2016133BE1203,2
2016133BE1239,2
2016133BE1357,3
2016133BE1382,3
2016133BE1843,1
2016133BF0214,3
2016133BF0231,2
2016133BF0240,2
2016133BF0359,3
2016133BF0864,3
2016133BF1083,3
2016133BF1139,3
2016133BF1171,3
2016133BG0121,2
2016133BG0496,3
2016133BG0601,3
2016133BG0883,3
2016133BG1281,3
2016133BG1293,3
2016133BG1629,2
2016133BG1650,3
2016133BG1712,2
2016133BG1777,2
2016133BH0150,3
2016133BH0189,3
2016133BH0260,3
2016133BH0287,3
2016133BH0905,3
2016133BH1121,2
2016133BH1137,3
2016133BH1171,3
2016133BH1175,3
2016133BH1227,3
2016133BH1242,3
2016133BH1272,3
2016133BH1313,3
2016133BH1317,3
2016133BH1399,3
2016133BH1427,3
2016133BH1520,3
2016133BI0086,3
2016133BI0167,3
2016133BI0168,3
2016133BI0417,3
2016133BI0482,3
2016133BI0582,3
2016133BI0697,3
2016133BI0715,3
2016133BI0852,3
2016133BI0872,3
2016133BI0879,3
2016133BI1032,3
2016133BI1116,3
2016133BI1135,3
2016133BI1211,3
2016133BI1232,3
2016133BI1257,3
2016133BI1344,2
2016133BI1495,3
2016133BJ0002,3
2016133BJ0258,3
2016133BJ0421,3
2016133BJ0486,3
2016133BJ0491,3
2016133BJ0594,3
2016133BJ0661,3
2016133BJ0741,3
2016133BJ0893,3
2016133BJ1190,3
2016133BJ1420,3
2016133BJ1702,3
2016133BK0383,2
2016133BK0591,3
2016133BK0718,2
2016133BK0798,3
2016133BK0866,3
2016133BK0930,3
2016133BK0942,3
2016133BK0957,3
2016133BK1542,3
2016133BK1699,3
2016133BL0085,3
2016133BL0189,3
2016133BL0217,3
2016133BL0635,3
2016133BL0744,3
2016133BL0850,2
2016133BL1023,3
2016133BL1064,3
2016133BL1090,3
2016133BL1103,3
2016133BL1106,2
2016133BL1111,3
2016133BL1113,3
2016133BL1247,3
2016133BL1320,3
2016133BL1406,3
2016133BL1455,3
2016133BM0042,3
2016133BM0216,3
2016133BM0223,2
2016133BM0325,3
2016133BM0572,3
2016133BM0624,3
2016133BM0681,3
2016133BM0759,3
2016133BM0826,3
2016133BM0872,3
2016133BM0985,2
2016133BM1064,2
2016133BM1134,3
2016133BM1138,3
2016133BM1243,3
2016133BM1255,3
2016133BM1321,3
2016133BM1335,3
2016133BM1428,3
2016133BM1725,2
2016133BM1737,3
2016133BN0738,3
2016133BN0799,3
2016133BN0822,3
2016133BN0954,3
2016133BN1087,3
2016133BN1139,3
2016133BN1149,3
2016133BN1227,3
2016133BN1494,3
2016133BN1725,3
2016133BO0511,3
2016133BO0541,3
2016133BO0619,2
2016133BO0666,2
2016133BO0755,3
2016133BO1181,3
2016133BO1226,2
2016133BO1297,3
2016133BO1351,3
2016133BO1399,3
2016133BP0227,3
2016133BP0293,3
2016133BP0330,3
2016133BP0335,3
2016133BP0861,3
2016133BP0924,3
2016133BP0938,3
2016133BP0954,3
2016133BP1040,3
2016133BP1128,3
2016133BP1244,3
2016133BP1280,3
2016133BP1354,3
2016133BP1369,2
2016133BP1408,3
2016133BP1437,3
2016133BP1855,2
2016133BP1980,3
2016133BQ0194,3
2016133BQ0750,3
2016133BQ0874,3
2016133BQ0961,2
2016133BQ1071,3
2016133BQ1295,3
2016133BQ1300,3
2016133BQ1488,3
2016133BQ1559,3
2016133BQ1709,3
2016133BQ1921,2
2016133BQ1977,3
2016133BR0195,3
2016133BR0684,3
2016133BR0698,3
2016133BR0892,3
2016133BR1015,3
2016133BR1467,3
2016133BS0240,3
2016133BS0556,3
2016133BS0594,3
2016133BS0604,3
2016133BS0640,3
2016133BS0839,3
2016133BS0991,3
2016133BS1179,3
2016133BS1390,3
2016133BS1530,3
2016133BT0022,3
2016133BT0170,2
2016133BT0205,2
2016133BT0210,3
2016133BT0231,2
2016133BT0269,2
2016133BT0289,3
2016133BT0343,2
2016133BT0417,3
2016133BT0563,3
2016133BT0603,3
2016133BT0753,3
2016133BT0779,2
2016133BT0853,3
2016133BT0964,3
2016133BT0968,3
2016133BT0971,3
2016133BT1030,3
2016133BT1093,3
2016133BT1240,3
2016133BT1288,3
2016133BT1353,3
2016133BT1354,3
2016133BT1430,1
2016133BT1535,3
2016133BT1567,2
2016133BU0182,3
2016133BU0186,3
2016133BU0462,3
2016133BU0555,2
2016133BU0564,3
2016133BU0602,3
2016133BU0733,3
2016133BU1088,3
2016133BU1231,3
2016133BU1267,3
2016133BU1372,3
2016133BU1379,3
2016133BU1398,3
2016133BU1531,3
2016133C10121,3
2016133C10207,3
2016133C10264,2
2016133C10336,3
2016133C10459,3
2016133C10461,3
2016133C10567,2
2016133C10571,3
2016133C10716,3
2016133C10734,3
2016133C10826,2
2016133C11000,3
2016133C11058,3
2016133C11127,2
2016133C11158,2
2016133C11170,3
2016133C11269,3
2016133C11303,2
2016133C11311,3
2016133C11443,3
2016133C11780,3
2016133C20081,3
2016133C20271,3
2016133C20419,3
2016133C20483,3
2016133C20550,3
2016133C20633,3
2016133C20650,3
2016133C20863,3
2016133C20873,3
2016133C20895,3
2016133C21001,3
2016133C21124,2
2016133C21495,3
2016133C21500,3
2016133C21671,3
2016133C21728,3
2016133C30010,2
2016133C30041,3
2016133C30405,2
2016133C30458,3
2016133C31059,3
2016133C31119,3
2016133C31145,3
2016133C31350,3
2016133C31547,3
2016133C31947,3
2016133C40351,2
2016133C40479,3
2016133C40576,3
2016133C40670,3
2016133C40691,3
2016133C40794,2
2016133C40801,2
2016133C40860,1
2016133C40865,3
2016133C40941,3
2016133C41053,3
2016133C41203,2
2016133C41220,3
2016133C41292,3
2016133C41498,3
2016133C50012,3
2016133C50539,3
2016133C50563,3
2016133C50679,3
2016133C50864,3
2016133C50993,3
2016133C51045,3
2016133C51057,3
2016133C51066,3
2016133C60203,3
2016133C60227,3
2016133C60453,3
2016133C60525,3
2016133C60631,3
2016133C60720,3
2016133C60758,3
2016133C60820,3
2016133C60844,3
2016133C60890,3
2016133C61005,3
2016133C61154,2
2016133C70200,3
2016133C70212,2
2016133C70241,3
2016133C70262,3
2016133C70299,3
2016133C70300,3
2016133C70383,3
2016133C70422,3
2016133C70566,3
2016133C70713,3
2016133C70733,2
2016133C70742,3
2016133C70883,3
2016133C70927,2
2016133C71022,3
2016133C71157,3
2016133C71162,3
2016133C71177,3
2016133C71215,3
2016133C71224,3
2016133C71349,3
2016133C71536,3
2016133C71715,3
2016133C71734,3
2016133C71820,2
2016133C80009,3
2016133C80192,3
2016133C80255,3
2016133C80361,3
2016133C80492,3
2016133C80618,3
2016133C80632,3
2016133C80883,2
2016133C81134,2
2016133C81246,3
2016133C81300,1
2016133C81366,3
2016133C81369,3
2016133C81411,3
2016133C81510,3
2016133C81665,3
2016133C81737,3
2016133C90267,3
2016133C90318,2
2016133C90474,3
2016133C90476,3
2016133C90826,3
2016133C90871,3
2016133C91046,3
2016133C91094,3
2016133C91106,3
2016133C91156,2
2016133C91361,3
2016133C91606,3
2016133C91764,3
2016133C91944,3
2016133CA0123,3
2016133CA0309,3
2016133CA0780,3
2016133CA1185,2
2016133CA1194,3
2016133CA1278,3
2016133CA1311,2
2016133CA1432,2
2016133CA1529,2
2016133CB0163,2
2016133CB0349,2
2016133CB0611,3
2016133CB0798,3
2016133CB0924,3
2016133CB1196,3
2016133CB1279,2
2016133CB1349,3
2016133CB1452,3
2016133CB1665,3
2016133CC0249,1
2016133CC0264,3
2016133CC0303,3
2016133CC0327,2
2016133CC0353,2
2016133CC0814,3
2016133CC0857,3
2016133CC0920,3
2016133CC1092,3
2016133CC1220,3
2016133CC1251,2
2016133CC1279,3
2016133CC1318,2
2016133CC1368,3
2016133CC1451,3
2016133CC1466,3
2016133CD0206,3
2016133CD0350,3
2016133CD0365,3
2016133CD0400,3
2016133CD0426,3
2016133CD0639,2
2016133CD0746,3
2016133CD0775,3
2016133CD0900,3
2016133CD0932,3
2016133CD1089,3
2016133CD1133,2
2016133CD1134,3
2016133CD1178,2
2016133CD1195,3
2016133CD1232,3
2016133CD1234,3
2016133CD1267,3
2016133CD1333,3
2016133CD1395,3
2016133CD1405,3
2016133CD1462,3
2016133CD1588,3
2016133CD1608,3
2016133CE0068,3
2016133CE0396,3
2016133CE1094,3
2016133CE1165,3
2016133CE1263,3
2016133CE1533,3
2016133CE1657,1
2016133CE1692,3
2016133CE1789,3
2016133CF0250,3
2016133CF0258,3
2016133CF0311,3
2016133CF0431,3
2016133CF0801,3
2016133CF0887,3
2016133CF0983,3
2016133CF1055,2
2016133CF1233,3
2016133CF1536,3
2016133CF1638,3
2016133CF1687,3
2016133CG0196,3
2016133CG0238,3
2016133CG0261,3
2016133CG0318,3
2016133CG0429,2
2016133CG0549,3
2016133CG0598,3
2016133CG0728,3
2016133CG0758,3
2016133CG0866,2
2016133CG0869,3
2016133CG0923,3
2016133CG1091,3
2016133CG1099,3
2016133CG1145,3
2016133CG1149,3
2016133CG1170,3
2016133CG1263,3
2016133CG1273,3
2016133CG1308,3
2016133CG1452,3
2016133CG1544,3
2016133CG1628,3
2016133CG1838,3
2016133CG1977,3
2016133CH0085,3
2016133CH0146,3
2016133CH0305,2
2016133CH0608,2
2016133CH0677,3
2016133CH0767,3
2016133CH0827,3
2016133CH0869,2
2016133CH1687,3
2016133CI0034,3
2016133CI0136,3
2016133CI0903,3
2016133CI1070,2
2016133CI1167,3
2016133CI1250,3
2016133CI1258,3
2016133CI1412,2
2016133CI1447,3
2016133CJ0058,2
2016133CJ0217,3
2016133CJ0270,3
2016133CJ0344,3
2016133CJ0402,3
2016133CJ0490,3
2016133CJ0759,3
2016133CJ1043,3
2016133CJ1060,2
2016133CJ1121,3
2016133CJ1203,2
2016133CJ1233,3
2016133CJ1245,3
2016133CJ1275,3
2016133CJ1638,3
2016133CK0244,3
2016133CK0251,3
2016133CK0550,3
2016133CK0606,3
2016133CK0647,3
2016133CK0690,3
2016133CK0738,3
2016133CK0762,3
2016133CK1013,3
2016133CK1103,3
2016133CK1244,3
2016133CK1466,3
2016133CK1621,3
2016133CK1672,3
2016133CL0341,3
2016133CL0373,3
2016133CL0426,3
2016133CL0432,3
2016133CL0640,3
2016133CL0689,3
2016133CL0787,3
2016133CL0854,3
2016133CL1256,2
2016133CL1291,3
2016133CL1403,3
2016133CL1451,2
2016133CL1660,3
2016133CM0221,3
2016133CM0247,3
2016133CM0249,3
2016133CM0263,3
2016133CM0284,3
2016133CM0334,3
2016133CM0404,3
2016133CM0497,3
2016133CM0556,3
2016133CM0602,3
2016133CM0604,3
2016133CM0726,3
2016133CM0935,3
2016133CM1153,3
2016133CM1280,3
2016133CM1539,3
2016133CN0283,3
2016133CN0659,3
2016133CN0944,3
2016133CN1275,3
2016133CN1291,3
2016133CN1502,2
2016133CN1740,3
2016133CO0136,3
2016133CO0309,3
2016133CO0623,3
2016133CO0819,3
2016133CO0893,3
2016133CO0996,3
2016133CO1269,3
2016133CO1624,2
2016133CO1702,2
2016133CP0324,2
2016133CP0558,3
2016133CP0716,2
2016133CP0896,3
2016133CQ0059,3
2016133CQ0439,3
2016133CQ0723,2
2016133CQ0838,3
2016133CQ0841,2
2016133CQ0944,2
2016133CQ1029,2
2016133CQ1179,3
2016133CQ1200,3
2016133CQ1471,3
2016133CQ1558,2
2016133CQ1639,3
2016133CQ1650,2
2016133CR1150,2
2016133CR1215,3
2016133CS0222,3
2016133CS0281,3
2016133CS0415,3
2016133CS0508,3
2016133CS0600,3
2016133CS0669,3
2016133CS0678,3
2016133CS0772,3
2016133CS0793,3
2016133CS1279,3
2016133CS1573,3
2016133CS1646,3
2016133CT0064,3
2016133CT0311,3
2016133CT0368,3
2016133CT0474,3
2016133CT0534,3
2016133CT0550,3
2016133CT0740,3
2016133CT0794,3
2016133CT0875,2
2016133CT0978,3
2016133CT0979,3
2016133CT1005,3
2016133CT1179,3
2016133CT1407,3
2016133CT1668,3
2016133CT1747,3
2016133CU0072,3
2016133CU0485,3
2016133CU0715,3
2016133CU0772,3
2016133CV0278,2
2016133CV0486,3
2016133CV0562,3
2016133CV0712,3
2016133CV0752,3
2016133CV0778,2
2016133CV0884,3
2016133CV1099,3
2016133CV1116,3
2016133CV1171,3
2016133CV1330,3
2016133CV1423,3
2016133CV1477,3
2016133CV1626,3
2016134130983,3
2016134160976,2
20161341F0446,2
2016140037390,2
2016140037420,3
2016140037421,3
2016140037429,2
2016140037456,3
2016140037473,3
2016140037508,2
2016140037515,3
2016140037517,3
2016140037520,3
2016140037560,2
2016140037570,3
2016140037586,3
2016140037587,3
2016140037595,2
2016140037597,3
2016140037605,3
2016140037640,3
2016140037683,3
2016140037684,3
2016140037720,3
2016140037753,3
2016140037785,3
2016140037797,3
2016140038043,3
2016140038096,3
2016140038136,3
2016140038168,3
2016140038272,3
2016140038277,2
2016140038280,2
2016140038296,3
2016140038300,3
2016140038332,3
2016140038375,3
2016140038378,3
2016140038385,3
2016140038422,3
2016140038454,3
2016140038464,2
2016140038487,3
2016140038531,3
2016140038564,3
2016140038565,3
2016140038587,3
2016140038614,2
2016140038636,3
2016140038680,3
2016140038698,3
2016140038709,2
2016140038744,3
2016140038797,3
2016140038819,3
2016140038826,3
2016140038836,3
2016140038849,3
2016140038936,3
2016140038949,3
2016140038954,3
2016140038958,3
2016140038996,3
2016140039009,3
2016140039072,3
2016140039096,3
2016140039101,2
2016140039138,3
2016140039169,3
2016140039363,3
2016140039413,3
2016140039436,3
2016140039449,3
2016140039499,3
2016140039501,3
2016140039510,3
2016140039541,3
2016140039546,3
2016140039585,3
2016140039670,3
2016140039673,3
2016140039747,3
2016140039753,3
2016140039790,3
2016140039803,3
2016140039830,2
2016140039833,3
2016140039844,2
2016140039872,3
2016140039890,3
2016140039891,3
2016140039897,3
2016140039907,2
2016140039916,3
2016140039917,3
2016140039919,3
2016140039972,3
2016140040016,3
2016140040022,3
2016140040048,3
2016140040052,3
2016140040064,3
2016140040151,3
2016140040189,2
2016140040195,3
2016140040200,3
2016140040203,2
2016140040226,3
2016140040238,3
2016140040320,3
2016140040329,2
2016140040348,2
2016140040352,3
2016140040364,3
2016140040414,2
2016140040491,3
2016140040500,3
2016140040511,3
2016140040514,3
2016140040517,3
2016140040529,3
2016140040566,3
2016140040661,3
2016140040721,3
2016140040728,3
2016140040753,3
2016140040779,3
2016140040798,3
2016140040801,2
2016140040897,3
2016140040927,2
2016140040977,3
2016140041042,3
2016140041048,3
2016140041069,3
2016140041171,3
2016140041192,3
2016140041195,3
2016140041217,3
2016140041223,2
2016140041224,3
2016140041235,3
2016140041239,3
2016140041256,3
2016140041265,3
2016140041273,3
2016140041282,3
2016140041294,3
2016140041329,3
2016140041376,3
2016140041402,3
2016140041416,3
2016140041484,2
2016140041504,3
2016140041518,2
2016140041532,3
2016140041554,3
2016140041560,3
2016140041702,3
2016140041732,3
2016140041745,2
2016140041747,3
2016140041759,3
2016140041760,2
2016140041786,2
2016140041884,3
2016140041889,2
2016140041896,3
2016140041903,3
2016140041918,3
2016140041962,3
2016140041970,3
2016140041978,2
2016140041984,3
2016140041989,2
2016140042024,3
2016140042034,2
2016140042068,3
2016140042105,3
2016140042142,3
2016140042149,3
2016140042169,3
2016140042187,3
2016140042198,3
2016140042213,3
2016140042225,3
2016140042235,2
2016140042365,3
2016140042381,3
2016140042401,2
2016140042438,2
2016140042474,3
2016140042488,3
2016140042490,3
2016140042493,3
2016140042500,3
2016140042511,3
2016140042514,2
2016140042524,3
2016140042631,3
2016140042657,3
2016140042664,3
2016140042683,3
2016140042696,2
2016140042710,3
2016140042737,3
2016140042745,3
2016140042751,3
2016140042772,3
2016140042783,3
2016140042785,2
2016140042798,3
2016140042804,2
2016140042884,2
2016140042910,3
2016140042930,3
2016140042940,2
2016140042959,3
2016140042960,3
2016140042979,3
2016140042987,3
2016140043000,3
2016140043038,2
2016140043050,3
2016140043152,3
2016140043183,3
2016140043211,3
2016140043237,2
2016140043306,3
2016140043389,1
2016140043396,3
2016140043465,3
2016140043489,3
2016140043507,3
2016140043554,3
2016140043669,3
2016140043845,3
2016140043856,3
2016140043873,3
2016140043934,2
2016140044133,3
2016140044156,3
2016140044205,3
2016140044211,3
2016140044320,2
2016140044680,3
2016140044707,3
2016140044721,3
2016140044776,3
2016140044783,3
2016140044796,3
2016140044808,3
2016140044810,3
2016140044817,3
2016140044819,3
2016140044823,3
2016140044826,3
2016140044827,1
2016140044830,2
2016140044832,3
2016140044907,3
2016140045011,3
2016140045015,3
2016140045041,3
2016140045065,2
2016140045069,3
2016140045181,3
2016140045239,2
2016140045300,3
2016140045301,3
2016140045319,2
2016140045326,3
2016140045333,2
2016140045340,3
2016140045351,3
2016140045354,3
2016140045362,2
2016140045368,3
2016140045370,1
2016140045374,3
2016140045375,3
2016140045376,3
2016140045397,3
2016140045414,3
2016140045424,3
2016140045433,3
2016140045456,3
2016140045458,3
2016140045462,3
2016140045468,3
2016140045483,3
2016140045494,3
2016140045507,3
2016140045522,3
2016140045541,3
2016140045587,3
2016140045602,3
2016140045608,3
2016140045615,3
2016140045638,3
2016140045646,2
2016140045666,3
2016140045883,3
2016140046039,3
2016140046065,3
2016140046086,3
2016140046158,3
2016140046186,2
2016140046220,3
2016140046244,3
2016140046261,3
2016140046271,3
2016140046275,2
2016140046276,3
2016140046281,3
2016140046283,3
2016140046347,3
2016140046377,3
2016140046389,3
2016140046423,2
2016140046455,3
2016140046519,3
2016140046530,3
2016140046693,3
2016140046787,2
2016140046909,3
2016140046946,2
2016140046949,2
2016140046955,2
2016140046957,3
2016140046960,3
2016140046966,1
2016140046968,3
2016140046974,3
2016140047028,3
2016140047048,3
2016140047068,2
2016140047083,3
2016140047094,3
2016140047095,3
2016140047147,3
2016140047211,3
2016140047223,3
2016140047230,2
2016140047233,2
2016140047244,3
2016140047256,3
2016140047325,2
2016140047376,2
2016140047377,3
2016140047500,3
2016140047538,2
2016140047691,3
2016140047757,3
2016140047784,3
2016140047828,3
2016140047850,3
2016140047857,3
2016140047858,3
2016140047871,3
2016140047877,2
2016140047884,3
2016140047895,3
2016140047899,3
2016140047901,3
2016140047904,2
2016140047905,3
2016140047906,3
2016140047977,3
2016140048084,3
2016140048159,3
2016140048290,3
2016140048311,3
2016140048382,3
2016140048448,3
2016140048455,3
2016140048490,3
2016140048491,3
2016140048507,3
2016140048513,3
2016140048514,3
2016140048517,3
2016140048524,3
2016140048528,3
2016140048560,3
2016140048591,3
2016140048617,1
2016140048657,3
2016140048680,3
2016140048695,3
2016140048742,3
2016140048749,3
2016140048759,2
2016140048770,3
2016140048771,3
2016140048773,3
2016140048779,3
2016140048803,2
2016140048804,3
2016140048806,3
2016140048815,3
2016140048818,2
2016140048909,3
2016140048940,3
2016140048991,3
2016140049040,3
2016140049068,3
2016140049082,3
2016140049276,3
2016140049319,2
2016140049320,3
2016140049389,2
2016140049420,3
2016140049480,3
2016140049486,3
2016140049488,3
2016140049499,3
2016140049507,3
2016140049547,3
2016140049553,3
2016140049564,3
2016140049569,3
2016140049579,3
2016140049580,2
2016140049582,2
2016140049583,3
2016140049648,3
2016140049674,3
2016140049715,3
2016140049732,2
2016140049740,3
2016140049756,3
2016140049810,2
2016140049826,2
2016140049843,2
2016140049844,3
2016140050126,3
2016140050141,3
2016140050165,2
2016140050177,2
2016140050191,3
2016140050193,3
2016140050195,3
2016140050266,3
2016140050285,2
2016140050300,3
2016140050414,3
2016140050429,3
2016140050434,3
2016140050445,2
2016140050453,3
2016140050461,3
2016140050465,3
2016140050491,3
2016140050553,3
2016140050584,3
2016140050608,3
2016140050662,3
2016140050679,2
2016140050694,3
2016140050701,3
2016140050720,3
2016140050721,3
2016140050730,3
2016140050732,3
2016140050741,3
2016140050893,3
2016140050914,1
2016140050994,3
2016140051009,2
2016140051021,2
2016140051050,3
2016140051093,3
2016140051114,3
2016140051125,3
2016140051163,2
2016140051167,3
2016140051172,3
2016140051173,2
2016140051180,3
2016140051181,3
2016140051183,3
2016140051184,3
2016140051230,2
2016140051302,3
2016140051415,2
2016140051420,3
2016140051423,3
2016140051492,3
2016140051545,3
2016140051620,3
2016140051656,3
2016140051752,3
2016140051771,2
2016140051779,3
2016140051786,3
2016140051792,3
2016140051798,2
2016140051818,3
2016140051823,3
2016140051833,3
2016140051874,3
2016140051897,3
2016140051903,2
2016140051918,3
2016140051922,3
2016140051948,3
2016140051955,3
2016140051969,3
2016140051973,3
2016140051981,3
2016140052031,3
2016140052033,3
2016140052040,3
2016140052043,3
2016140052046,3
2016140052057,3
2016140052077,3
2016140052091,3
2016140052092,3
2016140052100,3
2016140052148,2
2016140052230,3
2016140052281,3
2016140052291,2
2016140052292,3
2016140052302,3
2016140052319,3
2016140052324,1
2016140052334,2
2016140052356,3
2016140052361,3
2016140052377,2
2016140052383,3
2016140052561,3
2016140052645,3
2016140052711,3
2016140052717,3
2016140052722,3
2016140053013,3
2016140053915,3
2016140054087,3
2016140054112,3
2016140054184,3
2016140054343,3
2016140054353,3
2016140054355,2
2016140054356,3
2016140054361,3
2016140054363,1
2016140054376,3
2016140054408,3
2016140054415,3
2016140054474,3
2016140054568,2
2016140054576,2
2016140054586,3
2016140054600,3
2016140054613,3
2016140054733,3
2016140054764,3
2016140054783,2
2016140054786,3
2016140054802,3
2016140054842,3
2016140054873,3
2016140054939,3
2016140054959,3
2016140054969,3
2016140055011,3
2016140055016,3
2016140055028,3
2016140055034,3
2016140055035,2
2016140055038,3
2016140055071,3
2016140055089,3
2016140055098,3
2016140055112,3
2016140055149,3
2016140055245,3
2016140055271,2
2016140055317,3
2016140055334,3
2016140055347,3
2016140055364,3
2016140055366,3
2016140055368,3
2016140055377,3
2016140055379,3
2016140055795,3
2016140055839,3
2016140055850,3
2016140055914,3
2016140056002,3
2016140056031,3
2016140056072,2
2016140056126,2
2016140056135,3
2016140056136,3
2016140056148,3
2016140056151,2
2016140056171,3
2016140056182,3
2016140056203,3
2016140056239,3
2016140056275,3
2016140056325,3
2016140056349,3
2016140056350,3
2016140056372,2
2016140056408,3
2016140056412,2
2016140056431,3
2016140056448,3
2016140056501,3
2016140056503,3
2016140056520,3
2016140056536,2
2016140056545,3
2016140056577,3
2016140056580,2
2016140056593,3
2016140056604,3
2016140056612,3
2016140056783,3
2016140056810,3
2016140056859,3
2016140056897,3
2016140056898,3
2016140056935,3
2016140056959,3
2016140056978,2
2016140056991,3
2016140056996,2
2016140057012,3
2016140057019,3
2016140057030,1
2016140057032,1
2016140057033,3
2016140057067,3
2016140057118,3
2016140057151,3
2016140057260,3
2016140057288,3
2016140057292,3
2016140057347,3
2016140057366,2
2016140057389,3
2016140057401,3
2016140057434,2
2016140057450,3
2016140057452,3
2016140057458,3
2016140057463,2
2016140057471,2
2016140057572,3
2016140057803,3
2016140057861,3
2016140057871,3
2016140057879,3
2016140057943,3
2016140057944,3
2016140057990,3
2016140058072,2
2016140058097,3
2016140058099,3
2016140058136,3
2016140058158,3
2016140058170,3
2016140058193,3
2016140058205,3
2016140058208,3
2016140058226,2
2016140058234,3
2016140058239,3
2016140058257,3
2016140058276,3
2016140058285,3
2016140058297,3
2016140058305,3
2016140058323,3
2016140058346,3
2016140058374,3
2016140058390,3
2016140058416,3
2016140058444,3
2016140058495,3
2016140058522,3
2016140058531,3
2016140058553,3
2016140058568,2
2016140058594,3
2016140058610,3
2016140058619,3
2016140058626,2
2016140058640,2
2016140058658,3
2016140058686,3
2016140058690,3
2016140058691,3
2016140058693,3
2016140058701,3
2016140058702,2
2016140058714,2
2016140058717,3
2016140058718,3
2016140058720,3
2016140058792,3
2016140058815,3
2016140058821,3
2016140058834,3
2016140058897,3
2016140058905,3
2016140058918,3
2016140058965,3
2016140058988,3
2016140059031,2
2016140059051,3
2016140059068,3
2016140059069,3
2016140059076,3
2016140059082,1
2016140059097,3
2016140059105,3
2016140059108,2
2016140059110,3
2016140059156,3
2016140059175,3
2016140059176,2
2016140059207,3
2016140059273,3
2016140059299,3
2016140059334,3
2016140059352,3
2016140059579,3
2016140059694,3
2016140059700,3
