Accident_Index,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area
20161339N1193,1,1,1,0,0,2
20161339N1212,1,1,1,0,0,1
20161339N1390,1,1,1,0,0,1
20161339N1408,1,1,1,0,0,1
20161339N1416,1,1,1,0,0,1
20161339N1562,1,1,1,0,0,1
20161339N1617,4,1,1,0,0,2
20161339N1700,5,1,1,0,0,2
20161339O0095,4,1,1,0,0,1
20161339O0210,4,1,1,0,0,1
20161339O0646,1,1,1,0,0,1
20161339O0789,1,1,1,0,0,2
20161339O1111,1,1,1,0,0,1
20161339O1133,1,1,1,0,0,1
20161339O1214,1,1,1,0,0,2
20161339O1270,1,1,1,0,0,1
20161339O1630,1,1,1,0,0,1
20161339O1643,4,1,1,0,0,2
20161339O1901,4,1,1,0,0,1
20161339O1970,4,1,1,0,0,1
20161339P0054,4,1,1,0,0,1
20161339P0142,4,2,2,0,0,1
20161339P0464,1,1,2,0,0,1
20161339P0607,1,1,1,0,0,1
20161339P0959,1,1,1,0,0,1
20161339P1036,1,1,1,0,0,1
20161339P1090,1,1,1,0,0,1
20161339P1110,1,1,1,0,0,1
20161339P1178,1,1,1,0,0,2
20161339P1313,1,1,1,0,0,1
20161339P1324,1,9,1,0,0,1
20161339P1621,4,1,1,0,0,1
20161339P1700,1,1,1,0,0,1
20161339P1841,4,1,1,0,0,1
20161339Q0144,4,1,1,0,0,1
20161339Q0216,1,1,1,0,0,1
20161339Q0233,1,9,1,0,0,1
20161339Q0568,1,9,1,0,0,1
20161339Q0654,1,9,1,0,0,2
20161339Q0921,1,2,2,0,0,1
20161339Q1003,1,2,2,0,0,1
20161339Q1013,1,2,2,0,0,1
20161339Q1211,1,2,2,0,0,1
20161339Q1236,1,1,1,0,0,1
20161339Q1288,6,2,2,0,0,2
20161339Q1326,1,2,2,0,0,1
20161339Q1330,4,2,2,0,0,1
20161339Q1333,1,2,1,0,0,1
20161339Q1420,4,1,1,0,0,1
20161339Q1705,4,2,2,0,0,1
20161339Q1735,1,1,1,0,0,1
20161339R0014,4,1,2,0,0,1
20161339R0299,1,1,1,0,0,2
20161339R0494,1,1,1,0,0,1
20161339R0937,1,1,1,0,0,1
20161339R1124,1,1,1,0,0,1
20161339R1205,1,1,1,0,0,1
20161339R1257,1,1,1,0,0,2
20161339R1295,1,1,2,0,0,1
20161339R1453,4,1,1,0,0,2
20161339R1476,1,1,1,0,0,1
20161339R1493,4,1,1,0,0,1
20161339S0259,1,1,1,0,0,1
20161339S0267,1,1,1,4,0,2
20161339S0355,1,1,1,0,0,1
20161339S0408,1,1,1,0,0,1
20161339S0648,1,1,1,0,0,1
20161339S0902,1,1,1,0,0,1
20161339S1030,1,1,1,0,0,1
20161339S1096,1,9,1,0,0,1
20161339S1304,1,1,1,0,0,1
20161339S1313,1,1,1,0,0,1
20161339S1667,4,1,1,0,0,1
20161339S1750,4,1,1,0,0,1
20161339S1947,4,1,1,0,0,1
20161339T0211,1,1,2,6,0,2
20161339T0230,1,1,1,0,0,1
20161339T0267,1,1,1,0,0,1
20161339T0572,1,4,2,0,0,2
20161339T0578,1,1,1,0,0,2
20161339T0599,1,1,1,0,0,1
20161339T0767,1,1,1,0,0,2
20161339T0862,1,1,1,0,0,2
20161339T1031,1,1,1,0,0,1
20161339T1107,1,1,1,0,0,2
20161339T1130,1,1,1,0,0,1
20161339T1208,1,1,1,0,0,1
20161339T1212,1,9,1,0,0,1
20161339T1279,1,1,1,0,0,1
20161339T1415,1,1,1,0,0,1
20161339T1465,1,1,1,0,0,1
20161339T1525,1,2,2,0,0,1
20161339T1609,1,1,1,0,0,1
20161339T1680,4,1,1,0,0,2
20161339T1815,4,1,1,0,0,2
20161339T1829,4,1,1,0,0,1
20161339T1918,1,1,1,0,0,1
20161339U0240,1,1,1,0,0,1
20161339U0272,1,1,1,0,0,1
20161339U0287,1,1,1,0,0,1
20161339U0344,1,1,1,0,0,1
20161339U0345,1,1,1,0,0,2
20161339U0644,1,1,1,0,0,1
20161339U0725,1,1,1,0,0,1
20161339U0829,1,1,1,0,0,1
20161339U0836,1,1,1,0,0,2
20161339U0962,1,1,1,0,0,1
20161339U0971,1,1,1,0,0,1
20161339U1015,1,1,1,0,0,1
20161339U1089,1,1,1,0,0,1
20161339U1128,1,1,1,0,0,1
20161339U1177,1,1,1,0,0,2
20161339U1180,1,1,1,0,0,1
20161339U1307,1,9,1,0,0,1
20161339U1332,1,1,1,0,0,1
20161339U1363,1,1,1,0,0,1
20161339U1668,4,1,2,0,0,1
20161339U1766,4,1,1,0,0,1
2016133A10157,4,2,2,0,0,2
2016133A10435,1,1,1,0,0,1
2016133A10734,6,1,1,0,0,2
2016133A10917,1,1,1,0,0,2
2016133A10928,1,1,1,0,0,1
2016133A11033,1,1,1,0,0,1
2016133A11081,1,1,1,0,0,1
2016133A11231,1,1,1,0,0,2
2016133A11498,1,1,1,0,0,1
2016133A11517,6,2,2,0,0,2
2016133A11558,4,1,1,0,0,1
2016133A11738,4,1,1,0,0,2
2016133A11871,4,1,2,0,0,1
2016133A11891,4,1,1,0,0,1
2016133A20130,4,1,1,0,0,1
2016133A20421,1,1,1,0,0,1
2016133A20453,1,1,1,0,0,2
2016133A20556,1,1,1,0,0,1
2016133A20597,1,1,1,0,0,1
2016133A20693,1,1,1,0,0,2
2016133A20745,1,1,1,0,0,1
2016133A20789,1,1,1,0,0,1
2016133A21014,1,1,1,0,0,1
2016133A21054,1,1,1,0,0,1
2016133A21084,1,1,1,0,0,1
2016133A21273,1,1,1,0,0,1
2016133A21342,1,1,1,0,0,2
2016133A21653,1,1,1,0,7,1
2016133A21725,4,1,1,0,0,1
2016133A21928,4,1,1,0,0,1
2016133A30201,1,1,1,0,0,2
2016133A30237,1,1,1,0,0,1
2016133A30274,1,1,1,0,0,2
2016133A30396,1,1,1,0,0,1
2016133A30723,1,8,1,0,0,2
2016133A30732,1,1,1,0,0,2
2016133A30995,1,1,1,0,0,1
2016133A31109,1,1,1,0,0,1
2016133A31141,4,1,1,0,0,1
2016133A31142,1,1,1,0,0,1
2016133A31185,1,1,1,0,0,1
2016133A31311,1,1,1,0,0,1
2016133A31406,7,9,1,0,0,1
2016133A31453,1,1,1,0,0,1
2016133A31485,1,1,1,0,0,1
2016133A31556,4,1,1,0,0,1
2016133A31845,6,1,1,0,0,2
2016133A40142,6,1,1,0,0,2
2016133A40167,1,1,2,0,0,1
2016133A40172,1,1,1,0,0,2
2016133A40203,1,1,1,0,0,2
2016133A40219,1,1,1,0,0,2
2016133A40304,1,1,1,0,0,1
2016133A40325,1,1,1,0,0,1
2016133A40367,1,1,1,0,0,2
2016133A40735,1,1,1,0,0,1
2016133A40917,1,1,1,0,0,1
2016133A41034,1,1,1,0,0,1
2016133A41236,1,1,1,0,0,1
2016133A41307,1,1,1,0,0,2
2016133A41340,1,1,1,0,0,1
2016133A41811,4,1,1,0,0,1
2016133A50180,1,1,1,0,0,1
2016133A50232,1,1,1,0,0,1
2016133A50248,1,1,1,0,0,1
2016133A50264,1,1,1,0,0,1
2016133A50290,1,1,1,0,0,1
2016133A50527,1,1,1,0,0,1
2016133A50563,1,1,1,0,0,1
2016133A50621,1,1,1,0,0,1
2016133A50635,1,1,1,0,0,1
2016133A50900,1,9,1,0,0,1
2016133A50903,1,1,1,0,0,1
2016133A50965,1,1,1,0,0,2
2016133A50971,1,1,1,0,0,1
2016133A51005,1,1,1,0,0,1
2016133A51017,1,1,1,0,0,2
2016133A51032,1,1,1,0,0,1
2016133A51116,1,1,1,0,0,2
2016133A51165,1,1,1,0,2,2
2016133A51362,4,1,1,0,0,1
2016133A51390,1,1,1,0,0,1
2016133A51398,4,1,1,0,0,1
2016133A60282,1,1,1,0,0,1
2016133A60289,1,9,1,0,0,1
2016133A60303,1,1,1,0,0,1
2016133A60323,1,1,1,0,0,2
2016133A60411,1,1,1,0,0,2
2016133A60460,1,1,1,0,0,1
2016133A60627,1,1,1,0,0,1
2016133A60705,1,1,1,0,0,1
2016133A60713,1,1,1,0,0,1
2016133A60731,1,1,1,0,0,1
2016133A60800,1,1,1,0,0,1
2016133A61084,1,1,1,0,0,2
2016133A61101,1,1,1,0,0,1
2016133A61346,4,1,1,0,0,1
2016133A61365,4,1,1,0,0,1
2016133A61508,4,1,1,0,0,1
2016133A70205,1,2,2,0,0,2
2016133A70225,1,2,2,0,0,1
2016133A70270,1,1,1,0,0,1
2016133A70332,1,2,2,0,0,1
2016133A70364,1,2,2,0,0,1
2016133A70400,1,1,2,0,0,1
2016133A70485,1,1,2,0,0,1
2016133A70625,1,1,1,0,0,2
2016133A70782,1,9,1,0,0,1
2016133A71009,6,1,1,0,0,2
2016133A71028,1,1,1,0,0,1
2016133A71154,1,1,1,0,0,2
2016133A71331,4,1,1,0,0,1
2016133A71410,4,1,2,0,0,1
2016133A71446,4,9,1,0,0,1
2016133A71502,4,2,2,0,0,1
2016133A71626,4,1,1,0,0,1
2016133A71770,4,1,2,0,0,1
2016133A80333,4,1,1,0,0,1
2016133A80348,4,1,1,0,0,2
2016133A80697,1,1,1,0,2,2
2016133A80752,1,1,2,0,0,2
2016133A80885,1,1,1,0,0,1
2016133A81076,1,9,1,0,0,1
2016133A81356,1,1,1,0,0,1
2016133A82055,4,1,1,0,0,1
2016133A82077,4,1,2,0,0,2
2016133A90433,1,1,1,0,0,2
2016133A90900,1,1,1,0,0,1
2016133A90986,1,1,1,0,0,1
2016133A91244,1,1,1,0,0,2
2016133A91284,1,1,1,0,0,1
2016133A91430,4,2,2,0,0,1
2016133A91611,4,1,1,0,0,1
2016133A91677,4,1,2,0,0,2
2016133AA0169,1,1,1,0,0,2
2016133AA0202,1,1,1,0,0,1
2016133AA0253,1,1,1,0,0,1
2016133AA0403,1,1,1,0,0,2
2016133AA0473,1,1,1,0,0,1
2016133AA0783,1,1,1,5,0,1
2016133AA0796,1,1,1,0,0,1
2016133AA1026,1,8,1,0,0,1
2016133AA1049,1,1,1,0,0,1
2016133AA1109,1,2,2,0,0,1
2016133AA1173,1,9,1,0,0,1
2016133AA1241,1,1,1,5,0,1
2016133AA1290,4,1,1,0,0,1
2016133AA1342,1,2,2,0,0,1
2016133AA1344,4,1,2,0,0,1
2016133AA1428,4,1,2,0,0,1
2016133AA1713,1,1,2,0,0,1
2016133AA1830,6,9,1,0,0,1
2016133AB0187,4,1,2,0,0,2
2016133AB0225,1,2,2,0,0,1
2016133AB0314,1,2,2,0,0,1
2016133AB0467,1,9,1,0,0,1
2016133AB0638,1,1,1,0,0,1
2016133AB0707,1,1,1,0,0,1
2016133AB0726,1,2,2,0,0,1
2016133AB0828,1,1,1,0,0,2
2016133AB1043,1,2,2,0,0,1
2016133AB1304,1,1,1,0,0,1
2016133AB1405,1,2,2,0,0,1
2016133AB1428,4,1,1,0,0,1
2016133AB1480,4,1,2,0,0,1
2016133AC0015,4,2,2,0,0,1
2016133AC0516,1,1,1,0,0,1
2016133AC0947,1,1,1,0,0,1
2016133AC1035,1,1,1,0,0,1
2016133AD0174,6,2,2,7,0,2
2016133AD0192,4,2,2,0,0,1
2016133AD0229,1,2,2,0,0,1
2016133AD0263,1,1,2,0,0,1
2016133AD0287,1,2,2,0,0,2
2016133AD0306,1,2,2,0,0,1
2016133AD0459,1,2,2,0,0,1
2016133AD0479,1,9,1,0,0,1
2016133AD0519,1,2,2,0,0,2
2016133AD0563,1,2,2,0,0,1
2016133AD0627,1,2,2,0,0,1
2016133AD0638,1,2,2,0,0,1
2016133AD0701,1,9,1,0,0,1
2016133AD0848,1,2,2,0,0,2
2016133AD0948,1,1,1,0,0,2
2016133AD0961,1,2,2,0,0,2
2016133AD1015,1,2,2,0,0,1
2016133AD1157,1,1,2,0,0,1
2016133AD1358,4,2,2,0,0,1
2016133AD1575,4,2,2,0,0,1
2016133AE0209,1,2,2,0,0,1
2016133AE0267,1,1,1,0,0,1
2016133AE0273,1,1,1,0,0,1
2016133AE0276,1,9,1,0,0,1
2016133AE0425,1,1,2,0,0,1
2016133AE0501,1,9,2,6,0,1
2016133AE0539,1,1,2,0,0,2
2016133AE0838,1,2,2,0,0,1
2016133AE0950,1,1,1,0,0,2
2016133AE0966,1,9,1,0,0,1
2016133AE1091,1,1,2,0,0,2
2016133AE1155,1,1,2,0,0,1
2016133AE1165,1,1,1,0,0,1
2016133AE1458,4,1,1,0,0,1
2016133AF0358,1,1,1,0,0,2
2016133AF0376,4,1,2,0,0,1
2016133AF0574,1,1,1,0,0,2
2016133AF0590,1,1,1,0,0,1
2016133AF0815,1,1,1,0,0,1
2016133AF0903,1,1,1,0,0,1
2016133AF1108,1,1,1,0,0,1
2016133AF1419,4,1,2,0,0,1
2016133AF1482,4,9,1,0,0,1
2016133AF1977,4,1,1,0,0,1
2016133AG0510,1,1,1,0,0,1
2016133AG0599,1,2,2,0,0,1
2016133AG0986,1,1,1,0,0,1
2016133AG1065,1,1,1,0,0,2
2016133AG1123,1,1,1,0,0,1
2016133AG1151,1,1,1,0,0,1
2016133AG1278,1,1,1,0,0,1
2016133AG1321,1,1,1,0,0,1
2016133AG1426,1,1,1,0,0,1
2016133AG1585,4,1,1,0,0,1
2016133AH0238,1,1,1,0,0,2
2016133AH0304,1,1,2,0,0,2
2016133AH0368,1,1,1,0,0,1
2016133AH0471,1,1,1,0,0,2
2016133AH0641,1,1,1,0,0,1
2016133AH0763,1,1,1,0,0,1
2016133AH1012,1,1,1,0,0,2
2016133AH1111,1,1,2,0,0,1
2016133AH1151,6,1,1,0,0,2
2016133AH1395,4,1,1,0,0,1
2016133AI0215,4,2,2,0,0,2
2016133AI0303,1,2,2,0,0,2
2016133AI0333,1,2,2,0,0,1
2016133AI0424,1,1,1,0,0,1
2016133AI0512,1,1,1,0,0,1
2016133AI0689,1,2,2,0,0,1
2016133AI0731,1,1,2,0,0,2
2016133AI0838,1,2,2,0,0,2
2016133AI0999,1,1,2,0,0,2
2016133AI1063,1,1,1,0,0,2
2016133AI1166,1,1,1,0,0,2
2016133AI1210,1,1,2,0,0,1
2016133AI1246,6,1,1,0,0,2
2016133AI1280,1,1,2,0,0,1
2016133AI1356,4,1,2,0,0,1
2016133AI1647,1,1,1,0,0,1
2016133AJ0401,1,1,1,0,0,1
2016133AJ0450,1,1,1,0,0,1
2016133AJ0508,1,1,1,0,0,2
2016133AJ0621,4,9,1,0,0,1
2016133AJ0641,1,1,1,0,0,1
2016133AJ0646,1,1,1,0,0,1
2016133AJ0659,1,1,2,0,0,1
2016133AJ0937,1,1,1,0,0,2
2016133AJ0950,1,1,1,0,0,1
2016133AJ0978,1,1,1,0,0,1
2016133AJ1214,4,1,1,0,0,1
2016133AJ1293,1,1,1,0,0,1
2016133AJ1321,4,1,1,0,0,2
2016133AJ1322,4,1,1,0,0,1
2016133AJ1358,4,1,1,0,0,1
2016133AJ1419,4,1,2,0,0,1
2016133AJ1442,4,1,1,0,0,1
2016133AK0298,1,1,1,0,2,1
2016133AK0502,1,1,2,0,0,1
2016133AK0616,4,1,1,0,0,1
2016133AK0721,4,1,2,0,0,1
2016133AK0754,1,1,1,0,0,1
2016133AK0883,1,1,1,0,0,2
2016133AK0900,1,1,1,0,0,1
2016133AK1005,1,1,1,0,0,2
2016133AK1008,1,1,1,0,0,1
2016133AK1016,1,1,1,0,0,1
2016133AK1051,1,1,1,0,0,1
2016133AK1157,1,2,2,0,0,2
2016133AK1380,4,1,2,0,0,1
2016133AK1525,4,1,1,0,0,2
2016133AK1641,4,9,1,0,0,1
2016133AK1723,4,1,2,0,2,1
2016133AK1802,1,1,1,0,0,1
2016133AL0193,1,1,2,0,0,1
2016133AL0206,1,9,1,0,0,1
2016133AL0251,1,1,1,0,0,2
2016133AL0433,1,1,1,0,0,2
2016133AL0581,1,1,1,0,0,1
2016133AL0691,4,1,1,0,0,1
2016133AL0861,1,1,1,0,0,2
2016133AL1104,1,1,1,0,0,1
2016133AL1264,1,1,1,0,0,1
2016133AL1397,4,1,1,0,0,1
2016133AL1416,4,1,1,0,0,1
2016133AL1503,1,1,1,0,0,1
2016133AL1893,4,1,1,0,0,1
2016133AM0309,5,1,1,0,0,2
2016133AM0373,1,1,1,0,0,1
2016133AM0495,1,1,1,0,0,1
2016133AM0524,1,1,1,0,0,1
2016133AM0599,1,1,1,0,0,1
2016133AM0740,1,2,2,0,0,2
2016133AM0792,1,1,1,0,0,1
2016133AM1126,1,1,1,0,0,1
2016133AM1209,1,1,1,0,0,1
2016133AM1263,1,1,1,0,0,2
2016133AM1267,1,1,1,0,0,1
2016133AM1359,4,1,2,0,0,1
2016133AM1372,4,2,2,0,0,1
2016133AM1544,4,1,2,0,0,1
2016133AM1609,4,1,1,0,0,1
2016133AN0071,6,1,1,0,0,1
2016133AN0181,4,1,1,0,0,1
2016133AN0290,4,1,1,0,0,1
2016133AN0678,1,1,1,0,0,2
2016133AN0822,1,1,1,0,0,1
2016133AN0899,1,1,1,0,0,2
2016133AN1017,1,1,2,0,0,1
2016133AN1032,1,1,1,0,0,1
2016133AN1034,1,1,2,0,0,2
2016133AN1036,1,1,1,0,0,1
2016133AN1358,1,1,1,0,0,1
2016133AN1449,4,1,1,0,0,1
2016133AN1763,4,1,1,0,0,1
2016133AO0227,1,1,1,0,0,1
2016133AO0327,1,1,1,0,0,1
2016133AO0549,1,9,1,0,0,1
2016133AO0750,1,9,1,0,0,1
2016133AO0993,1,9,1,0,0,1
2016133AO1002,1,9,1,0,0,1
2016133AO1097,1,9,1,0,0,1
2016133AO1188,1,1,1,0,0,1
2016133AO1221,1,1,1,0,0,1
2016133AO1832,5,1,1,0,0,2
2016133AP0108,4,1,1,0,2,1
2016133AP0255,1,9,1,0,0,1
2016133AP0288,1,9,2,0,0,1
2016133AP0768,1,1,1,0,6,1
2016133AP0995,1,1,1,0,0,1
2016133AP1139,1,1,1,0,0,1
2016133AP1308,4,1,1,0,0,1
2016133AP1417,1,1,1,0,0,1
2016133AQ0263,1,1,1,0,0,1
2016133AQ0302,1,1,1,0,0,1
2016133AQ0400,1,1,1,0,2,1
2016133AQ0489,1,1,1,0,0,1
2016133AQ0500,1,1,2,0,2,2
2016133AQ0522,1,1,1,0,0,2
2016133AQ0538,1,1,1,0,0,2
2016133AQ0622,1,1,1,0,0,1
2016133AQ0649,1,9,1,0,0,1
2016133AQ0675,1,9,1,0,0,1
2016133AQ0775,1,1,1,0,0,2
2016133AQ0785,1,9,1,0,0,1
2016133AQ0794,1,1,1,0,0,1
2016133AQ0911,1,1,1,0,2,2
2016133AQ1020,1,1,1,0,0,1
2016133AQ1141,1,1,1,0,0,1
2016133AQ1178,1,1,1,0,0,1
2016133AQ1413,7,9,1,0,0,1
2016133AQ1464,1,1,1,0,0,1
2016133AQ1580,1,1,1,0,0,1
2016133AQ1847,4,1,2,0,0,1
2016133AR0397,1,1,1,0,0,1
2016133AR0484,1,1,1,0,0,2
2016133AR0627,1,1,1,0,0,2
2016133AR0792,1,1,1,0,0,1
2016133AR1030,1,1,1,0,0,1
2016133AR1122,1,1,1,0,0,1
2016133AR1138,1,1,1,0,0,2
2016133AR1179,4,1,1,0,0,1
2016133AR1181,1,1,1,0,0,1
2016133AR1229,4,1,1,0,0,2
2016133AR1603,4,1,1,0,0,2
2016133AR1652,4,1,1,0,0,2
2016133AR1696,4,1,1,0,0,1
2016133AR1956,4,1,1,0,0,1
2016133AS0267,4,1,1,0,0,1
2016133AS0285,6,1,1,0,0,2
2016133AS0296,1,1,1,0,0,1
2016133AS0488,1,1,2,0,0,1
2016133AS0532,1,1,1,0,0,1
2016133AS0590,1,1,1,0,0,2
2016133AS0619,1,1,1,0,0,1
2016133AS0626,1,1,1,0,0,1
2016133AS0735,1,1,1,0,0,1
2016133AS0829,1,9,1,0,0,1
2016133AS1083,1,1,1,0,0,1
2016133AS1114,1,9,1,0,0,1
2016133AS1139,1,1,1,0,0,1
2016133AS1158,1,9,1,0,0,2
2016133AS1370,1,1,1,0,0,2
2016133AT0190,4,1,1,0,0,1
2016133AT0428,1,9,1,0,0,1
2016133AT0549,1,1,1,0,0,1
2016133AT0612,1,1,1,0,0,2
2016133AT0735,1,1,1,0,0,1
2016133AT0784,1,1,1,0,0,1
2016133AT0857,1,1,1,0,0,1
2016133AT0945,1,1,1,0,0,1
2016133AT1230,1,1,1,0,0,1
2016133AT1477,4,1,1,0,0,1
2016133AT1607,4,1,1,0,0,1
2016133AT1878,4,1,1,0,0,1
2016133AU0297,4,1,1,0,0,1
2016133AU0575,1,1,1,0,0,2
2016133AU0624,1,1,1,0,0,2
2016133AU0629,4,1,1,0,0,1
2016133AU1390,1,1,1,0,0,1
2016133AU1525,4,1,1,0,0,1
2016133AU1758,4,1,1,0,0,1
2016133AU1851,4,1,1,0,0,1
2016133AU1928,1,1,1,0,0,2
2016133AV0192,1,1,1,0,0,1
2016133AV0355,1,1,1,0,0,1
2016133AV0382,1,1,1,0,0,1
2016133AV0391,1,1,1,0,0,1
2016133AV0413,1,1,1,0,0,2
2016133AV0551,1,1,1,0,0,1
2016133AV0697,1,1,1,0,0,1
2016133AV0732,1,1,1,0,0,2
2016133AV1325,1,1,1,0,0,1
2016133AV1395,4,1,1,0,0,1
2016133AV1403,4,1,1,0,0,2
2016133AV1506,4,1,1,0,0,1
2016133AV1602,6,1,1,0,7,2
2016133AV2152,4,1,1,0,0,1
2016133B10331,1,1,1,0,0,1
2016133B10350,1,1,1,0,0,1
2016133B10352,1,1,2,0,0,1
2016133B10454,1,1,1,0,0,1
2016133B10945,1,1,1,0,0,2
2016133B11068,1,1,1,0,0,1
2016133B11347,4,1,1,0,0,1
2016133B11358,6,1,1,0,0,2
2016133B20189,1,1,2,0,0,1
2016133B20275,1,9,1,0,0,1
2016133B20286,1,1,1,0,0,1
2016133B20487,1,1,1,0,0,2
2016133B20858,1,1,1,0,0,1
2016133B21094,4,1,1,0,0,1
2016133B21115,1,1,1,0,0,1
2016133B21169,1,1,1,0,0,1
2016133B21254,6,1,1,0,0,1
2016133B21483,4,1,1,0,0,1
2016133B21866,4,1,1,0,0,1
2016133B21902,4,1,2,0,0,1
2016133B30173,1,1,1,0,2,2
2016133B30197,1,1,1,0,0,1
2016133B30341,1,1,1,0,0,1
2016133B30346,1,1,1,0,0,2
2016133B30352,1,1,2,0,0,1
2016133B30392,1,1,1,0,0,2
2016133B30451,1,1,1,0,0,1
2016133B30883,4,9,1,0,0,1
2016133B30992,1,1,1,0,0,1
2016133B31024,1,1,1,0,0,1
2016133B31108,1,2,2,0,0,1
2016133B31234,4,1,1,0,0,1
2016133B31258,4,1,1,0,0,1
2016133B31302,4,9,2,0,0,1
2016133B31371,4,2,2,0,0,1
2016133B31727,1,1,2,0,0,1
2016133B31788,4,1,1,0,0,1
2016133B40406,1,1,1,0,0,1
2016133B40563,1,1,1,0,0,1
2016133B40570,1,1,1,0,0,2
2016133B40796,1,1,1,0,0,2
2016133B41016,1,1,1,0,0,1
2016133B41069,4,1,1,0,0,1
2016133B41240,1,9,1,0,0,1
2016133B41326,4,1,1,0,0,1
2016133B41653,1,1,1,0,0,1
2016133B41784,1,1,1,0,0,1
2016133B41788,4,1,2,4,2,2
2016133B42162,1,2,2,0,0,1
2016133B42296,4,1,1,0,0,2
2016133B50077,4,1,1,0,0,1
2016133B50364,4,9,1,0,0,1
2016133B50485,1,1,1,0,0,1
2016133B50526,1,1,1,0,0,1
2016133B50731,1,1,1,0,0,2
2016133B50951,1,1,1,0,0,1
2016133B51014,1,9,1,0,0,1
2016133B51148,1,4,1,0,0,1
2016133B51225,4,1,1,0,0,1
2016133B51263,4,1,1,0,0,1
2016133B51456,4,4,1,0,0,2
2016133B51465,4,9,1,0,0,1
2016133B60634,1,1,1,0,0,1
2016133B60653,1,1,2,0,0,2
2016133B60786,1,2,2,0,0,1
2016133B60852,1,1,1,0,0,1
2016133B60860,1,1,1,0,0,1
2016133B60925,1,1,2,0,0,1
2016133B60952,1,1,1,0,2,2
2016133B61293,4,1,2,0,0,1
2016133B61565,1,1,1,0,0,1
2016133B61607,4,2,2,0,0,1
2016133B70167,1,1,2,0,0,1
2016133B70220,1,1,2,0,0,1
2016133B70376,1,1,1,0,0,1
2016133B70768,1,1,1,0,0,1
2016133B70794,1,1,1,0,0,1
2016133B71201,4,1,1,0,0,1
2016133B71247,4,1,1,0,0,1
2016133B71304,4,1,2,0,0,1
2016133B71540,4,1,1,0,0,1
2016133B71577,4,1,2,0,0,1
2016133B71650,4,1,1,0,0,1
2016133B80261,1,1,1,0,0,1
2016133B80300,1,1,1,0,0,1
2016133B80400,1,1,1,0,0,1
2016133B80793,1,1,1,0,0,1
2016133B80908,1,1,2,0,0,1
2016133B81121,4,1,1,0,0,2
2016133B81168,7,1,1,0,0,1
2016133B81331,4,2,2,0,0,1
2016133B81408,4,2,2,0,0,1
2016133B81471,4,1,1,0,0,1
2016133B81553,4,1,2,0,0,1
2016133B81694,1,1,1,0,0,1
2016133B90127,1,1,1,0,0,1
2016133B90137,4,3,3,0,0,2
2016133B90195,4,3,3,0,0,1
2016133B90197,1,3,3,0,0,1
2016133B90343,1,1,3,0,0,1
2016133B90420,1,3,2,0,0,1
2016133B90648,1,1,2,0,0,1
2016133B90682,1,3,2,0,0,2
2016133B90735,1,3,3,0,0,1
2016133B90760,1,4,1,0,0,1
2016133B90887,1,1,2,0,0,1
2016133B90994,1,2,2,0,0,1
2016133B91785,4,9,3,0,0,1
2016133BA0125,4,2,2,0,0,1
2016133BA0141,1,2,2,0,0,2
2016133BA0302,5,1,2,0,0,2
2016133BA0631,1,1,2,0,0,1
2016133BA0731,1,1,1,0,0,2
2016133BA0890,1,1,1,0,0,1
2016133BA1001,1,1,2,0,0,1
2016133BA1031,1,1,2,0,0,1
2016133BA1221,4,1,2,0,0,1
2016133BA1417,4,1,1,0,0,1
2016133BA1511,1,1,1,0,0,1
2016133BB0181,4,1,1,0,0,2
2016133BB0187,4,1,1,0,0,1
2016133BB0438,1,1,1,0,0,2
2016133BB0447,1,1,1,0,0,1
2016133BB0613,1,1,1,0,0,1
2016133BB0675,1,1,1,0,0,1
2016133BB0789,1,1,1,0,0,1
2016133BB0901,1,2,2,0,0,2
2016133BB1024,1,9,1,0,0,1
2016133BB1171,1,1,1,0,0,1
2016133BB1224,4,1,1,0,0,1
2016133BB1280,4,1,1,0,0,1
2016133BB1305,4,1,1,0,0,2
2016133BB1354,4,1,1,0,0,1
2016133BB1460,4,1,1,0,0,1
2016133BB1532,4,1,1,0,0,1
2016133BB1648,6,1,1,0,0,2
2016133BB1783,4,1,1,0,0,1
2016133BC0124,4,1,2,0,0,2
2016133BC0373,1,2,2,0,0,1
2016133BC0497,1,9,2,0,0,2
2016133BC0727,1,1,2,0,0,2
2016133BC0794,1,1,2,0,0,1
2016133BC0971,1,1,1,0,0,1
2016133BC1317,1,1,1,0,0,1
2016133BC1523,4,1,1,0,0,1
2016133BC1844,4,1,1,0,0,1
2016133BD0024,6,1,1,0,0,2
2016133BD0722,1,1,1,0,0,1
2016133BD0726,1,1,1,0,0,1
2016133BD0892,1,1,1,0,0,1
2016133BD1198,4,1,1,0,0,2
2016133BD1355,4,9,1,0,0,1
2016133BD1411,4,2,2,0,0,1
2016133BD1436,4,2,2,0,0,1
2016133BE0122,4,1,2,0,0,1
2016133BE0269,1,1,2,0,0,1
2016133BE0290,1,1,1,0,0,1
2016133BE0874,1,1,2,0,0,1
2016133BE0900,1,1,2,0,0,2
2016133BE1098,4,2,2,0,0,1
2016133BE1121,4,1,1,0,0,1
2016133BE1188,4,1,2,0,0,1
2016133BE1203,4,1,1,0,0,1
2016133BE1239,4,2,2,0,0,1
2016133BE1357,4,1,1,0,0,1
2016133BE1382,4,1,2,0,0,1
