Accident_Index,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area
2016076269911,1,1,1,0,0,2
2016076269935,1,1,1,0,0,2
2016076270049,1,1,1,0,0,1
2016076270123,1,1,1,0,0,2
2016076270396,1,1,1,0,0,1
2016076270722,4,1,1,0,0,2
2016076271117,1,2,2,7,0,2
2016076271155,1,2,2,4,0,2
2016076271296,1,2,2,0,0,2
2016076271437,4,1,1,0,0,1
2016076271459,1,2,2,0,0,2
2016076271460,1,2,2,0,0,1
2016076271776,6,1,2,0,0,2
2016076271914,6,1,2,0,0,2
2016076272060,1,1,1,0,0,2
2016076272069,1,1,1,0,0,1
2016076272081,1,1,2,0,0,2
2016076272142,1,1,1,0,0,1
2016076272468,1,1,1,0,0,2
2016076272664,6,1,1,0,0,2
2016076272870,1,1,2,4,0,1
2016076273190,1,1,1,0,0,1
2016076273232,1,1,1,0,0,1
2016076273325,1,1,1,0,0,2
2016076273533,1,1,1,0,0,1
2016076273768,4,1,1,0,2,1
2016076274105,1,9,1,0,0,1
2016076274113,1,1,1,0,0,1
2016076274360,1,1,1,0,0,1
2016076274368,1,1,1,0,0,1
2016076274405,1,1,1,0,0,2
2016076274490,1,1,2,0,0,2
2016076274521,1,1,1,0,0,1
2016076274526,7,1,1,0,0,1
2016076274530,1,1,1,0,0,2
2016076274558,1,1,1,0,0,1
2016076274566,1,1,1,0,0,2
2016076274629,1,1,1,0,0,2
2016076274671,1,1,1,0,0,1
2016076274718,1,1,1,0,0,1
2016076274817,1,1,1,0,0,2
2016076275018,4,8,1,0,0,1
2016076275023,1,1,1,0,0,1
2016076275293,1,1,1,0,0,1
2016076275487,1,1,1,0,0,1
2016076275760,1,1,1,0,0,2
2016076275962,1,1,1,0,0,2
2016076275989,1,1,1,0,0,2
2016076276077,1,1,1,0,0,1
2016076276160,6,1,1,0,0,2
2016076276280,4,1,1,0,0,2
2016076276538,1,1,2,0,0,1
2016076276549,1,1,1,0,0,1
2016076276665,1,2,2,0,0,1
2016076276685,1,1,2,0,0,2
2016076276810,1,1,1,0,0,1
2016076277005,1,1,1,0,0,1
2016076277268,4,1,1,0,0,2
2016076277374,4,1,2,0,0,2
2016076277631,1,1,1,0,0,1
2016076277947,1,1,1,0,0,2
2016076278019,1,1,1,0,0,2
2016076278051,1,1,1,0,0,2
2016076278080,1,1,1,0,0,1
2016076278283,1,1,1,0,0,1
2016076278286,1,1,1,0,0,1
2016076278411,1,1,1,0,0,1
2016076278695,7,5,2,0,0,2
2016076278892,6,1,1,0,0,2
2016076279134,1,1,1,0,0,2
2016076279144,1,1,1,0,0,1
2016076279176,1,9,1,0,0,1
2016076279345,4,1,2,4,0,1
2016076279396,1,1,1,0,0,1
2016076279469,1,1,1,0,0,1
2016076279509,1,1,1,0,0,2
2016076280204,1,1,1,0,0,1
2016076280305,1,1,1,0,0,2
2016076280329,1,1,1,0,0,1
2016076280337,1,1,1,0,0,1
2016076280423,1,1,1,0,0,2
2016076281175,1,1,1,0,0,2
2016076281450,1,1,1,0,0,1
2016076281638,1,1,1,0,0,1
2016076282378,1,1,1,0,0,2
2016076282447,1,1,1,0,0,2
2016076282789,1,1,1,0,2,1
2016076282805,1,1,1,0,0,2
2016076282896,1,2,2,0,0,2
2016076282999,1,5,2,0,0,2
2016076283157,1,2,2,4,0,2
2016076283316,4,1,2,0,0,1
2016076283407,4,1,2,0,7,1
2016076283611,1,1,1,0,0,1
2016076283649,1,1,1,0,0,2
2016076283666,1,1,1,0,0,2
2016076284034,1,1,1,0,0,2
2016076284320,1,1,1,0,0,1
2016076284383,1,1,1,0,0,2
2016076284435,1,1,1,0,0,1
2016076284972,1,1,1,4,0,1
2016076285116,1,9,1,0,0,2
2016076285201,1,1,1,0,0,2
2016076285227,1,1,1,0,0,2
2016076285479,1,1,1,0,3,1
2016076285760,4,1,1,0,0,1
2016076286126,1,1,1,0,0,1
2016076286288,1,1,1,4,0,2
2016076286309,1,1,1,0,0,1
2016076287536,1,1,1,0,0,2
2016076287574,1,1,1,0,0,2
2016076287649,1,1,1,4,0,1
2016076287681,1,1,1,0,0,2
2016076287826,1,1,1,0,0,1
2016076287893,1,1,1,0,0,2
2016076288070,1,1,1,0,0,2
2016076288329,6,1,1,0,0,1
2016076288336,6,1,1,0,0,2
2016076288379,6,1,1,0,0,2
2016076288705,1,1,1,0,2,1
2016076288777,1,1,1,0,0,2
2016076288835,1,1,1,5,0,2
2016076288896,1,1,1,0,0,2
2016076288912,1,1,1,0,0,1
2016076289100,1,1,1,0,0,1
2016076289208,1,1,1,0,0,1
2016076290037,1,1,1,0,0,2
2016076290054,1,1,1,0,2,1
2016076290254,1,1,1,0,0,1
2016076290354,1,1,1,4,0,1
2016076290433,1,1,1,0,0,1
2016076290822,1,1,1,0,0,2
2016076290870,1,1,1,0,0,1
2016076290917,1,1,1,0,0,1
2016076291020,1,1,1,0,0,2
2016076291308,1,1,1,0,0,1
2016076291505,1,1,1,0,0,2
2016076291646,1,1,1,0,0,1
2016076291677,4,1,1,0,0,1
2016076291980,1,1,1,0,0,2
2016076291997,1,1,1,0,0,2
2016076292179,1,1,1,0,0,1
2016076292610,1,1,1,0,0,2
2016076292853,4,1,1,0,0,2
2016076293042,4,1,1,0,0,1
2016076293154,1,1,2,0,0,2
2016076293164,1,1,1,0,0,1
2016076293168,1,1,1,0,0,1
2016076293342,1,1,1,0,0,2
2016076293460,1,1,1,0,0,2
2016076293554,1,1,1,0,0,1
2016076293587,1,1,1,0,0,1
2016076293591,1,1,1,7,2,2
2016076293791,1,1,1,0,0,1
2016076293940,1,1,1,0,0,1
2016076294288,1,2,2,0,0,1
2016076294292,1,1,1,0,0,2
2016076294421,1,1,1,0,0,2
2016076294821,1,1,1,0,0,1
2016076294994,1,1,1,4,0,2
2016076295858,1,1,1,0,0,2
2016076296244,4,1,1,0,0,2
2016076296532,4,2,5,0,2,2
2016076296689,1,1,2,0,0,2
2016076296711,1,8,2,4,2,1
2016076296760,1,1,1,0,0,2
2016076296817,1,1,1,0,0,1
2016076296826,1,1,1,0,0,1
2016076297026,1,1,1,4,0,2
2016076297204,1,1,1,0,0,1
2016076297648,1,1,2,0,0,2
2016076297697,1,2,2,0,0,2
2016076298120,1,1,1,0,0,2
2016076298208,1,2,2,0,0,2
2016076298392,4,2,2,0,0,2
2016076298492,7,2,2,0,0,1
2016076298512,4,2,2,0,0,1
2016076298668,1,1,1,0,0,2
2016076298924,1,1,1,0,0,2
2016076298974,1,1,1,0,0,1
2016076299293,1,1,1,0,0,1
2016076299356,1,1,2,0,0,2
2016076299415,4,1,1,0,0,2
2016076299488,4,1,1,0,0,2
2016076299977,1,1,1,0,0,2
2016076299978,1,1,1,0,0,1
2016076300141,4,1,1,0,0,1
2016076300157,1,1,1,0,0,2
2016076300309,1,1,1,0,0,1
2016076300425,1,4,1,4,0,2
2016076300438,4,1,1,0,0,2
2016076300454,1,1,1,0,0,2
2016076301402,1,1,1,0,0,1
2016076302251,1,1,1,0,0,1
2016076302275,1,1,1,0,0,2
2016076302688,1,1,1,0,0,2
2016076302694,1,9,1,0,0,1
2016076302736,1,1,1,0,0,1
2016076302806,1,1,1,0,0,2
2016076302874,1,1,1,0,0,1
2016076303471,1,1,1,0,0,1
2016076303582,1,1,1,0,0,1
2016076303613,1,1,2,0,0,2
2016076303641,1,1,1,0,0,2
2016076303649,1,2,2,0,0,1
2016076303750,1,2,2,0,0,1
2016076303811,1,1,1,0,0,1
2016076303871,1,2,2,0,0,2
2016076303896,1,2,2,0,0,2
2016076303933,1,1,2,0,0,2
2016076304109,1,1,1,0,0,1
2016076304441,6,1,1,0,0,2
2016076304590,1,1,1,0,0,2
2016076304661,1,1,1,0,0,2
2016076304714,1,1,1,0,0,1
2016076304722,1,1,1,0,0,2
2016076304760,1,1,1,0,0,2
2016076304981,1,9,1,0,0,1
2016076305070,1,1,1,4,0,2
2016076305083,1,1,1,0,0,1
2016076305218,4,1,1,0,0,2
2016076305831,1,1,1,0,0,1
2016076306021,1,1,1,0,0,1
2016076306404,7,1,1,0,0,2
2016076306644,1,1,1,0,0,2
2016076306759,1,1,1,0,0,2
2016076306962,1,1,1,0,0,2
2016076307229,1,1,1,0,0,2
2016076307289,1,1,1,0,0,2
2016076307295,1,1,1,0,0,1
2016076307377,1,1,1,0,0,1
2016076307383,4,1,1,0,7,1
2016076307723,1,1,1,0,2,2
2016076308261,1,1,1,0,0,2
2016076308343,1,1,1,0,0,1
2016076308463,4,1,1,4,0,1
2016076308842,4,1,1,0,0,1
2016076308847,1,1,1,0,0,1
2016076308869,1,1,1,0,0,1
2016076308929,1,1,1,0,0,1
2016076308986,1,1,1,0,0,2
2016076309059,1,1,1,0,0,2
2016076309069,1,1,1,0,0,2
2016076309214,1,1,1,0,0,1
2016076309360,1,1,1,0,0,2
2016076309369,1,1,1,0,0,1
2016076309442,1,1,1,0,0,1
2016076309496,1,1,1,0,0,1
2016076310734,1,1,1,0,0,1
2016076310843,4,1,1,0,0,1
2016076310861,1,1,1,4,0,1
2016076311460,1,1,1,0,0,2
2016076311501,1,1,1,0,0,1
2016076311728,1,1,1,0,0,1
2016076311907,1,1,1,0,0,2
2016076312011,6,1,1,0,0,2
2016076312698,1,1,1,0,0,1
2016076312873,1,1,1,0,2,2
2016076312896,1,1,1,0,0,2
2016076313027,1,1,1,0,0,2
2016076313040,1,1,1,0,0,2
2016076313621,1,1,2,0,0,1
2016076313869,1,1,1,0,0,1
2016076314173,1,1,1,0,0,1
2016076314218,1,1,1,4,0,1
2016076314381,1,1,1,0,0,1
2016076314443,4,1,1,0,0,2
2016076314833,1,1,2,0,0,1
2016076314907,1,1,1,0,0,1
2016076315006,1,1,1,0,0,1
2016076315455,1,1,1,0,0,2
2016076315750,4,1,1,0,0,1
2016076316054,1,1,1,0,0,2
2016076316192,1,1,1,4,0,1
2016076316266,1,1,1,0,0,2
2016076316332,1,1,1,0,0,2
2016076316501,1,1,1,0,0,1
2016076316700,1,1,1,0,0,1
2016076316718,1,1,1,0,0,2
2016076316789,1,1,1,4,0,2
2016076316895,6,1,2,0,0,2
2016076317209,4,1,2,0,0,1
2016076317237,1,1,1,0,0,1
2016076317564,1,2,1,0,0,1
2016076317989,4,1,1,0,0,1
2016076318417,1,1,1,0,0,1
2016076318649,1,1,1,0,0,1
2016076318977,1,1,1,0,0,1
2016076319019,1,1,1,0,0,2
2016076319585,4,1,1,0,0,1
2016076319810,1,1,2,0,0,2
2016076319945,1,1,1,0,0,1
2016076320016,1,1,1,0,0,1
2016076320104,1,1,1,4,0,1
2016076320260,5,1,1,4,0,2
2016076320870,1,1,2,0,2,2
2016076320893,1,2,2,0,0,1
2016076320964,1,4,2,0,0,2
2016076320966,1,1,2,4,0,2
2016076321247,1,1,1,0,0,2
2016076321715,1,1,1,0,0,2
2016076321783,1,1,1,0,0,1
2016076321878,1,1,1,0,0,2
2016076322121,1,1,2,0,0,2
2016076322135,1,1,1,0,0,2
2016076322282,1,1,1,0,2,1
2016076322295,1,1,1,0,0,2
2016076322310,1,1,1,4,0,2
2016076322648,6,2,2,0,0,2
2016076322806,4,1,1,0,0,1
2016076322912,1,2,2,0,0,2
2016076322945,1,8,1,0,0,2
2016076322967,1,2,2,0,0,2
2016076322979,1,2,2,0,0,2
2016076323006,1,2,2,0,0,1
2016076323118,4,1,2,0,0,1
2016076323276,1,1,1,0,0,1
2016076323292,1,5,2,0,0,2
2016076323569,4,1,2,0,0,1
2016076323633,4,1,1,0,0,1
2016076323647,4,1,1,0,0,1
2016076323680,4,1,1,0,0,2
2016076323875,4,5,2,0,0,2
2016076323941,7,7,1,0,0,2
2016076323950,4,1,2,0,0,1
2016076323951,6,1,1,0,0,2
2016076323997,1,1,2,0,0,2
2016076324034,1,1,2,0,0,1
2016076324099,1,1,2,0,0,1
2016076324187,1,1,2,0,0,1
2016076324239,1,1,1,0,0,1
2016076324260,1,1,1,0,0,1
2016076324262,1,2,2,0,0,2
2016076324283,1,1,2,0,0,1
2016076324495,1,1,1,0,0,1
2016076324656,1,1,1,0,0,2
2016076324904,6,1,2,0,0,2
2016076324942,4,1,1,0,0,1
2016076325095,1,1,1,0,0,2
2016076325186,1,1,1,0,0,2
2016076325746,1,9,1,0,0,1
2016076325864,1,9,1,0,0,1
2016076326152,6,1,1,0,0,2
2016076326612,1,1,1,0,0,1
2016076326800,1,1,1,0,0,1
2016076326829,1,1,1,0,0,2
2016076326834,1,1,1,0,0,1
2016076326843,1,1,1,0,0,1
2016076326998,1,1,1,0,0,2
2016076327277,4,1,1,0,0,1
2016076327721,1,1,1,0,0,1
2016076328000,1,1,1,0,0,2
2016076328117,1,1,1,0,0,1
2016076328163,4,1,1,0,0,1
2016076328178,4,1,1,0,0,1
2016076328273,4,1,1,0,0,1
2016076328423,4,1,1,0,0,1
2016076328471,4,1,1,0,0,1
2016076328616,6,1,1,0,0,2
2016076328837,1,1,1,0,0,1
2016076328878,1,1,1,0,0,1
2016076328963,1,1,1,0,0,2
2016076329065,1,9,1,0,0,2
2016076329091,1,1,1,0,0,1
2016076329690,1,1,1,0,0,1
2016076329805,1,1,1,0,0,1
2016076329830,1,1,1,0,0,1
2016076330409,4,1,1,0,0,1
2016076330549,5,1,1,0,0,1
2016076330602,4,1,1,0,0,1
2016076330726,4,1,1,0,0,1
2016076330869,1,1,1,0,0,2
2016076331110,1,1,1,0,0,1
2016076331948,5,8,1,0,0,1
2016076331956,4,1,2,0,0,1
2016076331970,4,1,1,0,0,2
2016076332079,1,1,1,0,0,2
2016076332101,1,1,1,0,0,1
2016076332237,1,1,1,0,0,2
2016076332438,1,9,1,0,0,2
2016076332841,4,1,1,0,0,2
2016076332877,7,9,1,0,0,1
2016076333014,6,1,2,5,0,1
2016076333318,1,1,1,0,0,1
2016076333398,1,1,1,0,0,1
2016076333418,1,1,1,0,0,1
2016076334028,4,1,1,0,0,1
2016076334511,4,1,1,0,0,1
2016076334542,1,1,1,0,0,2
2016076334688,1,1,1,0,0,2
2016076334736,1,1,2,0,0,1
2016076334803,1,1,1,0,0,2
2016076334880,1,1,2,0,0,1
2016076335113,4,1,2,0,0,1
2016076335722,1,1,1,0,0,1
2016076335872,1,1,1,0,0,1
2016076335977,1,1,1,0,0,2
2016076336127,1,1,1,0,0,2
2016076337336,1,1,1,0,0,1
2016076337453,4,1,1,0,0,1
2016076337481,6,1,1,0,0,2
2016076337496,4,2,2,0,0,2
2016076338014,1,1,1,0,0,2
2016076338077,1,1,1,0,0,1
2016076338183,1,1,1,0,2,1
2016076338209,1,1,1,0,0,2
2016076338583,1,1,1,0,0,1
2016076338587,1,1,1,0,0,1
2016076338832,4,1,1,0,0,1
2016076338880,4,1,1,0,0,1
2016076339046,4,1,1,0,0,2
2016076339529,1,1,1,0,0,1
2016076339645,1,1,1,0,0,2
2016076339817,1,1,1,0,0,1
2016076340165,4,1,1,0,0,2
2016076340205,4,1,1,0,0,1
2016076340248,4,1,2,0,0,1
2016076340341,6,1,1,0,0,2
2016076340614,1,1,1,0,0,1
2016076340630,1,1,1,0,0,1
2016076340665,1,1,1,0,0,2
2016076340775,1,1,1,0,0,1
2016076340810,1,1,1,0,0,1
2016076341055,1,1,1,0,0,1
2016076341304,4,1,1,0,0,2
2016076341430,1,9,1,0,0,1
2016076341575,4,1,1,0,0,2
2016076342404,6,2,2,0,0,2
2016076342470,7,9,1,0,0,1
2016076342483,4,1,1,0,0,2
2016076342516,1,9,1,0,0,1
2016076342565,4,2,2,0,0,1
2016076342571,4,2,2,0,0,1
2016076342680,6,2,2,0,0,2
2016076342707,4,2,2,0,0,2
2016076342898,1,1,1,0,0,1
2016076342908,1,2,2,0,0,2
2016076342909,1,8,2,0,0,1
2016076342935,1,2,2,0,1,2
2016076342964,1,2,2,0,0,2
2016076342969,4,2,2,0,0,1
2016076343246,1,1,2,0,0,1
2016076343299,1,2,2,0,2,1
2016076343565,6,2,2,0,0,2
2016076343661,6,2,2,0,0,2
2016076343802,4,2,2,1,0,1
2016076343907,4,1,1,0,0,1
2016076344280,1,1,1,0,0,1
2016076344292,1,1,2,0,0,1
2016076344348,1,1,1,0,0,1
2016076344356,1,1,1,0,0,1
2016076344361,1,1,2,0,0,1
2016076344498,1,1,1,0,0,1
2016076344544,1,1,1,0,0,2
2016076344718,4,1,1,0,0,1
2016076345114,4,1,1,0,0,1
2016076345133,6,7,4,0,0,2
2016076345210,4,1,1,0,0,1
2016076345473,1,1,1,0,0,2
2016076345628,1,3,3,0,0,2
2016076345709,4,9,1,0,0,1
2016076345781,6,2,2,0,0,2
2016076345926,6,5,2,0,0,2
2016076345956,4,1,2,0,0,1
2016076346119,6,1,1,0,0,2
2016076346131,6,1,4,0,0,2
2016076346213,1,9,1,0,0,1
2016076346399,1,1,2,0,0,1
2016076346590,1,1,1,0,0,1
2016076346878,4,1,1,0,0,2
2016076346884,4,4,1,0,0,1
2016076347063,4,1,1,0,0,1
2016076347295,1,1,1,0,0,2
2016076347367,1,1,1,0,0,1
2016076347379,1,1,1,0,0,1
2016076347537,1,1,1,0,0,2
2016076347770,6,2,2,4,0,1
2016076347924,4,2,2,0,0,1
2016076347948,4,2,2,0,0,1
2016076347962,4,1,2,0,0,1
2016076348003,4,1,1,0,0,1
2016076348174,7,2,2,0,0,2
2016076348196,4,2,2,0,0,1
2016076348326,1,1,2,0,0,2
2016076348337,1,2,2,0,0,2
2016076348360,4,1,1,0,0,1
2016076348400,4,2,2,0,0,1
2016076348736,1,1,2,0,0,1
2016076348882,4,1,2,0,0,1
2016076349058,4,1,2,0,0,1
2016076349322,4,2,2,0,0,2
2016076349428,1,2,2,0,0,2
2016076349537,1,1,1,4,0,2
2016076349692,1,2,2,0,0,2
2016076349729,1,1,2,0,0,1
2016076349960,1,2,2,0,0,1
2016076349970,4,2,2,0,0,1
2016076350246,1,2,2,0,0,1
2016076350251,6,2,2,0,0,2
2016076350502,1,1,2,0,0,1
2016076350523,1,1,4,5,0,1
2016076350652,1,1,2,0,0,1
2016076350672,1,1,1,0,0,2
2016076350746,1,1,1,0,0,1
2016076351149,1,1,1,0,0,2
2016076351201,4,1,1,0,0,1
2016076351278,4,1,2,4,0,1
2016076351584,7,2,2,4,0,2
2016076352222,1,1,2,0,0,1
2016076352291,4,1,2,0,0,1
2016076352358,1,1,1,0,0,2
2016076352503,6,8,2,0,0,2
2016076352735,4,1,1,0,0,2
2016076352824,4,1,2,0,0,1
2016076352958,1,2,2,0,0,1
2016076353124,1,2,2,0,0,2
2016076353135,1,1,1,0,0,2
2016076353389,1,2,2,0,0,2
2016076353825,1,1,2,0,0,1
2016076354131,1,1,2,0,0,1
2016076354134,1,2,2,0,0,1
2016076354326,1,1,2,0,0,2
2016076354362,1,8,2,0,0,2
2016076354424,6,1,1,0,0,2
2016076354446,4,1,2,0,0,2
2016076354838,6,1,2,4,0,2
2016076354918,1,2,2,0,0,2
2016076354936,1,2,2,0,0,1
2016076354972,1,2,2,0,0,1
2016076355026,4,2,2,0,0,1
2016076355143,1,2,2,0,0,1
2016076355238,1,1,1,0,0,1
2016076355283,1,1,2,0,0,2
2016076355334,1,1,2,0,0,1
2016076355370,1,1,2,0,0,2
2016076355376,1,1,1,0,0,1
2016076355677,4,1,2,0,0,1
2016076355771,6,7,2,0,0,2
2016076355845,4,1,1,0,0,1
2016076356083,1,1,1,0,3,1
2016076356453,1,1,1,0,0,1
2016076356711,4,1,2,0,0,2
2016076356793,4,1,1,0,0,1
2016076356806,4,1,1,0,0,1
2016076356822,4,1,2,0,0,1
2016076356870,4,1,1,0,0,1
2016076357142,1,1,1,0,0,2
2016076357366,1,5,2,0,0,2
2016076357399,1,1,1,0,0,1
2016076357426,1,1,2,4,0,2
2016076357614,1,1,2,0,0,1
2016076357748,1,9,2,0,0,2
2016076357765,4,1,2,0,0,1
2016076357814,7,1,2,0,0,2
2016076357999,4,1,2,0,0,1
2016076358370,1,1,2,0,0,2
2016076358506,1,4,2,0,0,2
2016076358731,4,2,2,0,0,2
2016076358842,1,1,2,0,0,1
2016076358897,4,2,2,0,0,1
2016076359127,4,1,2,0,0,2
2016076359617,1,1,1,0,0,1
2016076359624,1,1,2,0,0,2
2016076359728,1,1,1,0,0,2
2016076359869,4,1,2,0,2,2
2016076359898,1,1,2,0,0,1
2016076360200,4,1,2,0,0,1
2016076360935,4,1,2,0,0,2
2016076361308,4,2,2,0,0,1
2016076361341,1,2,2,0,0,2
2016076361356,1,2,2,0,0,1
2016076362060,4,5,2,0,0,1
2016076362447,1,1,2,0,0,2
2016076362596,4,2,2,0,0,1
2016076362616,4,5,2,0,0,1
2016076362641,4,2,2,0,0,1
2016076362971,4,2,2,0,0,1
2016076363079,4,2,2,0,0,1
2016076363148,4,2,2,0,0,2
2016076363248,4,1,1,0,0,1
2016076363571,4,1,2,4,0,2
2016076363942,1,1,1,0,0,2
2016076363969,1,1,1,0,0,2
2016076364108,1,1,1,0,0,2
2016076364151,1,1,1,0,0,1
2016076364243,4,1,2,0,0,1
2016076364269,4,1,1,0,0,1
2016076364314,1,1,1,0,0,1
2016076364320,4,1,2,0,0,2
2016076364523,4,1,1,0,0,1
2016076364625,7,1,2,0,0,2
2016076364880,1,1,2,0,0,2
2016076364998,1,1,1,0,0,1
2016076365066,1,1,1,0,0,1
2016076365086,1,1,1,0,0,1
2016076365206,1,1,1,0,0,2
2016076365292,1,1,1,0,0,1
2016076365737,4,1,1,0,0,1
2016076365784,4,1,1,0,0,1
2016076365912,4,1,2,0,0,2
2016076366053,1,1,1,0,0,1
2016076366058,1,1,1,0,0,1
2016076366136,1,1,1,0,0,1
2016076366614,1,1,1,0,0,1
2016076366692,4,1,1,0,0,2
2016076367334,1,8,4,0,0,2
2016076367365,1,1,1,0,0,2
2016076367415,1,7,2,0,0,2
2016076367784,7,9,2,0,0,1
2016076367962,1,1,1,0,0,1
2016076368069,4,1,2,0,0,1
2016076368807,6,1,2,4,0,2
2016076369231,1,1,1,0,0,1
2016076369354,1,1,1,0,0,2
2016076369516,1,1,1,0,0,1
2016076369524,1,1,1,0,0,2
2016076369526,1,1,1,0,0,1
2016076369576,1,1,1,0,0,1
2016076369729,1,1,1,0,0,2
2016076369781,4,1,1,0,0,1
2016076369818,4,1,2,0,0,1
2016076369854,4,1,1,0,0,1
2016076369904,4,1,1,0,0,2
2016076370066,1,1,1,0,0,1
2016076370348,1,1,4,0,0,2
2016076370349,1,1,1,0,0,2
2016076370376,1,8,4,0,0,1
2016076370426,1,1,1,0,0,2
2016076370698,1,1,2,0,0,2
2016076370803,1,1,1,0,0,2
2016076370811,4,1,1,0,0,1
2016076371261,7,9,1,0,0,1
2016076371385,1,1,1,0,0,1
2016076371404,1,1,4,0,0,1
2016076371503,4,1,4,0,0,1
2016076371866,1,1,1,0,0,1
2016076371967,4,8,2,0,0,2
2016076372021,6,2,2,0,0,2
2016076372124,4,2,2,0,0,1
2016076372484,4,1,2,0,0,2
2016076372504,4,1,2,0,0,2
2016076372531,1,1,4,0,0,2
2016076372733,1,1,1,0,0,2
2016076372838,1,1,1,0,0,1
2016076373050,1,1,2,0,0,2
2016076373127,1,1,2,0,0,1
2016076373627,6,1,2,0,0,2
2016076373635,4,1,2,0,0,2
2016076373783,1,1,1,0,0,1
2016076374251,5,1,1,0,0,1
2016076374870,4,1,1,0,0,2
2016076375669,6,1,2,0,0,2
2016076375931,6,1,1,0,0,2
2016076376193,1,1,1,0,0,1
2016076376213,1,1,1,0,0,2
2016076376257,1,1,1,0,0,2
2016076376538,4,1,1,0,0,2
2016076376705,6,1,1,0,2,2
2016076376893,1,1,1,0,0,2
2016076377062,1,9,1,0,0,2
2016076377181,1,1,1,0,0,1
2016076377477,1,1,2,0,0,2
2016076378379,1,1,2,4,0,2
2016076378435,1,1,1,0,0,2
2016076378486,6,1,2,0,0,1
2016076378620,6,1,2,0,0,2
2016076378687,4,2,2,0,0,1
2016076378825,1,1,2,0,0,1
2016076378836,6,2,2,0,0,2
2016076379125,1,1,1,0,0,1
2016076379464,1,1,2,0,0,1
2016076379582,1,1,2,0,0,2
2016076379642,4,1,2,0,0,1
2016076379676,4,1,1,0,0,2
2016076379726,6,1,2,0,0,2
2016076380203,1,1,2,0,0,2
2016076380498,1,1,1,0,0,2
2016076380803,4,1,1,0,0,2
2016076381230,6,1,1,0,0,2
2016076381436,1,1,2,0,0,1
2016076381492,1,1,2,0,0,2
2016076381576,1,1,1,0,0,2
2016076381586,1,1,2,0,0,2
2016076381606,1,1,1,0,0,1
2016076381639,1,1,2,0,0,2
2016076381923,4,2,2,0,0,1
2016076381961,1,1,1,0,0,1
2016076382031,4,1,1,0,0,2
2016076382077,6,2,2,0,0,2
2016076382212,4,2,2,0,0,1
2016076382349,6,2,2,0,0,2
2016076382667,1,1,2,0,0,2
2016076382839,1,1,1,0,0,1
2016076382875,1,1,2,0,0,2
2016076382906,1,1,1,0,0,2
2016076383042,1,1,2,0,0,2
2016076383439,4,1,2,0,0,1
2016076383871,1,1,2,0,0,2
2016076383922,1,1,1,0,0,2
2016076384212,6,1,1,0,0,2
2016076384844,1,1,1,0,0,2
2016076384990,1,1,2,0,0,1
2016076385174,1,1,2,0,0,1
2016076385252,4,2,2,0,0,1
2016076385265,1,1,2,0,0,2
2016076385292,4,1,2,0,0,1
2016076386231,1,1,2,3,0,2
2016076386275,1,2,2,0,0,1
2016076386289,1,1,2,0,0,2
2016076386303,1,2,2,0,0,1
2016076386353,7,1,2,0,0,1
2016076386388,4,1,2,0,0,1
2016076386400,4,2,2,0,0,1
2016076386416,4,2,2,0,0,1
2016076386435,4,1,1,0,0,1
2016076386526,4,8,2,0,0,1
2016076386595,4,8,2,0,0,1
2016076386598,1,1,2,0,0,2
2016076386604,4,1,2,0,0,1
2016076386933,4,1,2,0,0,1
2016076387017,1,1,2,7,0,1
2016076387087,1,8,2,0,0,1
2016076387457,1,8,1,4,0,1
2016076387495,1,1,2,0,0,1
2016076387627,4,1,2,0,0,1
2016076387657,4,1,1,0,0,2
2016076387732,4,1,2,0,0,2
2016076387746,4,1,1,0,0,1
2016076387782,4,1,1,0,3,2
2016076387907,4,1,1,0,0,2
2016076388064,5,1,1,4,0,2
2016076388198,1,1,1,0,0,1
2016076388281,1,1,1,0,0,2
2016076388774,1,1,1,0,0,1
2016076388870,6,2,2,0,0,2
2016076388906,4,2,2,0,0,2
2016076388924,4,2,2,0,2,1
2016076389471,1,1,2,0,0,2
2016076389558,1,1,1,0,0,2
2016076389584,1,1,2,0,0,1
2016076389598,1,1,1,0,0,2
2016076389902,1,1,2,0,0,2
2016076389950,4,1,2,0,0,1
2016076389958,4,1,1,0,0,2
2016076389978,6,2,2,0,0,2
2016076390019,1,2,2,0,0,2
2016076390419,6,1,2,0,0,2
2016076390608,4,7,2,0,0,1
2016076390813,1,1,1,0,0,1
2016076390865,1,1,1,0,0,1
2016076391176,4,7,2,0,0,1
2016076391539,4,1,2,0,0,2
2016076391827,1,1,1,0,0,2
2016076391831,1,1,1,0,0,1
2016076391895,1,1,1,0,0,2
2016076392162,4,1,1,0,0,1
2016076392706,1,1,1,0,0,2
2016076392822,1,1,2,0,0,1
2016076392829,1,1,2,0,0,1
2016076392916,1,1,1,0,0,2
2016076393053,6,1,1,0,0,2
2016076393094,4,1,1,0,0,2
2016076393146,1,1,1,0,0,2
2016076393423,4,1,2,0,0,1
2016076393654,1,1,1,0,2,2
2016076394037,1,1,1,0,0,1
2016076394062,1,1,2,0,0,1
2016076394203,4,1,1,0,0,2
2016076394243,4,1,1,0,0,1
2016076394425,6,2,2,0,0,2
2016076394456,4,1,1,0,0,1
2016076394684,4,1,2,0,0,1
2016076394698,1,1,1,0,0,1
